gene_ID_robin,gene_ID_ncbi,module_identity,GCN,start,end
Ophcf2|02449,GQ602_002449,midnightblue,ophio_cflo,3772886,3773829
Ophcf2|02451,GQ602_002451,midnightblue,ophio_cflo,3777808,3778816
Ophcf2|02452,GQ602_002452,midnightblue,ophio_cflo,3779400,3783875
Ophcf2|02454,GQ602_002454,midnightblue,ophio_cflo,3786650,3787483
Ophcf2|02457,GQ602_002457,midnightblue,ophio_cflo,3793114,3796570
Ophcf2|02460,GQ602_002460,midnightblue,ophio_cflo,3807002,3808827
Ophcf2|02475,GQ602_002475,midnightblue,ophio_cflo,3846331,3848121
Ophcf2|02476,GQ602_002476,midnightblue,ophio_cflo,3849032,3850171
Ophcf2|02481,GQ602_002481,midnightblue,ophio_cflo,3858853,3861333
Ophcf2|02482,GQ602_002482,midnightblue,ophio_cflo,3862147,3863141
Ophcf2|02484,GQ602_002484,midnightblue,ophio_cflo,3865837,3867046
Ophcf2|02487,GQ602_002487,midnightblue,ophio_cflo,3872806,3873985
Ophcf2|02492,GQ602_002492,midnightblue,ophio_cflo,3888700,3893244
Ophcf2|02504,GQ602_002504,midnightblue,ophio_cflo,3936561,3938593
Ophcf2|02515,GQ602_002515,midnightblue,ophio_cflo,3967635,3968845
Ophcf2|02517,GQ602_002517,midnightblue,ophio_cflo,3975201,3975982
Ophcf2|02521,GQ602_002521,midnightblue,ophio_cflo,3984752,3987564
Ophcf2|02522,GQ602_002522,midnightblue,ophio_cflo,3988455,3991882
Ophcf2|02523,GQ602_002523,midnightblue,ophio_cflo,3992824,3994677
Ophcf2|02536,GQ602_002536,midnightblue,ophio_cflo,4023810,4026258
Ophcf2|02538,GQ602_002538,midnightblue,ophio_cflo,4029798,4031989
Ophcf2|02541,GQ602_002541,midnightblue,ophio_cflo,4038874,4040959
Ophcf2|02564,GQ602_002564,midnightblue,ophio_cflo,4092197,4093809
Ophcf2|02573,GQ602_002573,midnightblue,ophio_cflo,4118220,4121850
Ophcf2|02577,GQ602_002577,midnightblue,ophio_cflo,4127659,4128795
Ophcf2|02583,GQ602_002583,midnightblue,ophio_cflo,4136383,4136909
Ophcf2|02588,GQ602_002588,midnightblue,ophio_cflo,4149865,4150920
Ophcf2|02600,GQ602_002600,midnightblue,ophio_cflo,4175026,4175772
Ophcf2|02602,GQ602_002602,midnightblue,ophio_cflo,4178250,4178982
Ophcf2|02603,GQ602_002603,midnightblue,ophio_cflo,4179126,4183029
Ophcf2|02604,GQ602_002604,midnightblue,ophio_cflo,4184118,4184768
Ophcf2|02613,GQ602_002613,midnightblue,ophio_cflo,4197949,4198257
Ophcf2|02616,GQ602_002616,midnightblue,ophio_cflo,4206167,4208026
Ophcf2|02623,GQ602_002623,midnightblue,ophio_cflo,4223508,4225743
Ophcf2|02629,GQ602_002629,midnightblue,ophio_cflo,4241428,4243848
Ophcf2|02631,GQ602_002631,midnightblue,ophio_cflo,4245522,4249859
Ophcf2|02640,GQ602_002640,midnightblue,ophio_cflo,4277780,4286161
Ophcf2|02643,GQ602_002643,midnightblue,ophio_cflo,4329058,4329587
Ophcf2|02646,GQ602_002646,midnightblue,ophio_cflo,4331664,4332987
Ophcf2|02668,GQ602_002668,midnightblue,ophio_cflo,4378449,4380197
Ophcf2|02674,GQ602_002674,midnightblue,ophio_cflo,4392938,4393294
Ophcf2|02676,GQ602_002676,midnightblue,ophio_cflo,4396385,4398473
Ophcf2|02683,GQ602_002683,midnightblue,ophio_cflo,4419193,4422104
Ophcf2|02684,GQ602_002684,midnightblue,ophio_cflo,4422732,4426055
Ophcf2|02685,GQ602_002685,midnightblue,ophio_cflo,4426609,4428852
Ophcf2|02708,GQ602_002708,midnightblue,ophio_cflo,4473472,4475414
Ophcf2|02709,GQ602_002709,midnightblue,ophio_cflo,4476390,4477130
Ophcf2|02721,GQ602_002721,midnightblue,ophio_cflo,4499679,4503163
Ophcf2|02737,GQ602_002737,midnightblue,ophio_cflo,4551841,4556643
Ophcf2|02744,GQ602_002744,midnightblue,ophio_cflo,4590805,4591853
Ophcf2|02755,GQ602_002755,midnightblue,ophio_cflo,4611442,4615223
Ophcf2|02759,GQ602_002759,midnightblue,ophio_cflo,4626020,4627151
Ophcf2|02761,GQ602_002761,midnightblue,ophio_cflo,4629739,4631058
Ophcf2|02763,GQ602_002763,midnightblue,ophio_cflo,4638212,4640549
Ophcf2|02766,GQ602_002766,midnightblue,ophio_cflo,4693518,4699124
Ophcf2|02767,GQ602_002767,midnightblue,ophio_cflo,4699537,4707566
Ophcf2|02773,GQ602_002773,midnightblue,ophio_cflo,4721946,4722523
Ophcf2|02775,GQ602_002775,midnightblue,ophio_cflo,4728080,4728645
Ophcf2|02776,GQ602_002776,midnightblue,ophio_cflo,4728825,4730576
Ophcf2|02787,GQ602_002787,midnightblue,ophio_cflo,4761989,4762738
Ophcf2|02794,GQ602_002794,midnightblue,ophio_cflo,4786554,4789470
Ophcf2|02804,GQ602_002804,midnightblue,ophio_cflo,4820768,4822039
Ophcf2|02810,GQ602_002810,midnightblue,ophio_cflo,4833867,4836011
Ophcf2|02814,GQ602_002814,midnightblue,ophio_cflo,4845935,4846912
Ophcf2|02818,GQ602_002818,midnightblue,ophio_cflo,4862320,4864585
Ophcf2|02823,GQ602_002823,midnightblue,ophio_cflo,4872223,4873977
Ophcf2|02834,GQ602_002834,midnightblue,ophio_cflo,4894700,4896202
Ophcf2|02836,GQ602_002836,midnightblue,ophio_cflo,4899036,4900118
Ophcf2|02842,GQ602_002842,midnightblue,ophio_cflo,4914370,4916825
Ophcf2|02850,GQ602_002850,midnightblue,ophio_cflo,4932007,4932471
Ophcf2|02851,GQ602_002851,midnightblue,ophio_cflo,4933782,4936847
Ophcf2|02852,GQ602_002852,midnightblue,ophio_cflo,4937283,4939574
Ophcf2|02853,GQ602_002853,midnightblue,ophio_cflo,4939796,4940178
Ophcf2|02855,GQ602_002855,midnightblue,ophio_cflo,4942502,4946315
Ophcf2|02861,GQ602_002861,midnightblue,ophio_cflo,4962120,4962482
Ophcf2|02863,GQ602_002863,midnightblue,ophio_cflo,4967467,4967913
Ophcf2|02881,GQ602_002881,midnightblue,ophio_cflo,5009266,5011244
Ophcf2|02883,GQ602_002883,midnightblue,ophio_cflo,5014216,5015400
Ophcf2|02889,GQ602_002889,midnightblue,ophio_cflo,5040032,5041195
Ophcf2|02892,GQ602_002892,midnightblue,ophio_cflo,5047319,5049588
Ophcf2|02906,GQ602_002906,midnightblue,ophio_cflo,5079067,5080520
Ophcf2|02907,GQ602_002907,midnightblue,ophio_cflo,5082087,5085263
Ophcf2|02908,GQ602_002908,midnightblue,ophio_cflo,5085762,5087001
Ophcf2|02915,GQ602_002915,midnightblue,ophio_cflo,35619,37755
Ophcf2|02923,GQ602_002923,midnightblue,ophio_cflo,61760,62304
Ophcf2|02930,GQ602_002930,midnightblue,ophio_cflo,80818,81567
Ophcf2|02938,GQ602_002938,midnightblue,ophio_cflo,97233,104695
Ophcf2|02940,GQ602_002940,midnightblue,ophio_cflo,108268,115320
Ophcf2|02946,GQ602_002946,midnightblue,ophio_cflo,160810,167953
Ophcf2|02947,GQ602_002947,midnightblue,ophio_cflo,169446,171034
Ophcf2|02949,GQ602_002949,midnightblue,ophio_cflo,173120,173449
Ophcf2|02950,GQ602_002950,midnightblue,ophio_cflo,174829,176238
Ophcf2|02966,GQ602_002966,midnightblue,ophio_cflo,268537,269199
Ophcf2|02970,GQ602_002970,midnightblue,ophio_cflo,277384,278983
Ophcf2|02976,GQ602_002976,midnightblue,ophio_cflo,292011,293418
Ophcf2|02980,GQ602_002980,midnightblue,ophio_cflo,304780,306382
Ophcf2|02985,GQ602_002985,midnightblue,ophio_cflo,322979,323592
Ophcf2|02986,GQ602_002986,midnightblue,ophio_cflo,324298,326184
Ophcf2|02990,GQ602_002990,midnightblue,ophio_cflo,336043,336999
Ophcf2|02996,GQ602_002996,midnightblue,ophio_cflo,354976,355392
Ophcf2|03001,GQ602_003001,midnightblue,ophio_cflo,367365,369389
Ophcf2|03040,GQ602_003040,midnightblue,ophio_cflo,511811,514019
Ophcf2|03041,GQ602_003041,midnightblue,ophio_cflo,514880,515663
Ophcf2|03042,GQ602_003042,midnightblue,ophio_cflo,515699,516387
Ophcf2|03047,GQ602_003047,midnightblue,ophio_cflo,529150,531366
Ophcf2|03055,GQ602_003055,midnightblue,ophio_cflo,545242,547563
Ophcf2|03061,GQ602_003061,midnightblue,ophio_cflo,559469,561166
Ophcf2|03064,GQ602_003064,midnightblue,ophio_cflo,565581,567133
Ophcf2|03075,GQ602_003075,midnightblue,ophio_cflo,589688,590503
Ophcf2|03077,GQ602_003077,midnightblue,ophio_cflo,592713,594245
Ophcf2|03080,GQ602_003080,midnightblue,ophio_cflo,602338,602779
Ophcf2|03086,GQ602_003086,midnightblue,ophio_cflo,619452,622179
Ophcf2|03091,GQ602_003091,midnightblue,ophio_cflo,627460,629428
Ophcf2|03099,GQ602_003099,midnightblue,ophio_cflo,653090,655021
Ophcf2|03114,GQ602_003114,midnightblue,ophio_cflo,693410,698915
Ophcf2|03130,GQ602_003130,midnightblue,ophio_cflo,727912,730675
Ophcf2|03132,GQ602_003132,midnightblue,ophio_cflo,737089,738156
Ophcf2|03134,GQ602_003134,midnightblue,ophio_cflo,739817,740413
Ophcf2|03135,GQ602_003135,midnightblue,ophio_cflo,742068,743748
Ophcf2|03137,GQ602_003137,midnightblue,ophio_cflo,747620,749524
Ophcf2|03145,GQ602_003145,midnightblue,ophio_cflo,763728,767320
Ophcf2|03149,GQ602_003149,midnightblue,ophio_cflo,775970,777628
Ophcf2|03150,GQ602_003150,midnightblue,ophio_cflo,778484,779965
Ophcf2|03153,GQ602_003153,midnightblue,ophio_cflo,786727,787769
Ophcf2|03189,GQ602_003189,midnightblue,ophio_cflo,885323,886669
Ophcf2|03194,GQ602_003194,midnightblue,ophio_cflo,902125,902538
Ophcf2|03204,GQ602_003204,midnightblue,ophio_cflo,930153,932204
Ophcf2|03205,GQ602_003205,midnightblue,ophio_cflo,933656,935678
Ophcf2|03207,GQ602_003207,midnightblue,ophio_cflo,937799,942425
Ophcf2|03219,GQ602_003219,midnightblue,ophio_cflo,973825,975734
Ophcf2|03221,GQ602_003221,midnightblue,ophio_cflo,979759,980646
Ophcf2|03222,GQ602_003222,midnightblue,ophio_cflo,981603,983730
Ophcf2|03223,GQ602_003223,midnightblue,ophio_cflo,984726,986543
Ophcf2|03224,GQ602_003224,midnightblue,ophio_cflo,987930,989629
Ophcf2|03225,GQ602_003225,midnightblue,ophio_cflo,990969,992091
Ophcf2|03227,GQ602_003227,midnightblue,ophio_cflo,1000068,1001042
Ophcf2|03228,GQ602_003228,midnightblue,ophio_cflo,1001567,1004376
Ophcf2|03229,GQ602_003229,midnightblue,ophio_cflo,1005854,1007468
Ophcf2|03230,GQ602_003230,midnightblue,ophio_cflo,1008447,1010351
Ophcf2|03231,GQ602_003231,midnightblue,ophio_cflo,1011732,1012339
Ophcf2|03234,GQ602_003234,midnightblue,ophio_cflo,1092643,1094648
Ophcf2|03239,GQ602_003239,midnightblue,ophio_cflo,1104390,1105310
Ophcf2|03243,GQ602_003243,midnightblue,ophio_cflo,1111682,1113641
Ophcf2|03250,GQ602_003250,midnightblue,ophio_cflo,1133208,1136465
Ophcf2|03254,GQ602_003254,midnightblue,ophio_cflo,1318321,1318686
Ophcf2|03262,GQ602_003262,midnightblue,ophio_cflo,1628695,1630075
Ophcf2|03271,GQ602_003271,midnightblue,ophio_cflo,1898055,1898828
Ophcf2|03274,GQ602_003274,midnightblue,ophio_cflo,2036258,2036927
Ophcf2|03276,GQ602_003276,midnightblue,ophio_cflo,2098325,2102055
Ophcf2|03277,GQ602_003277,midnightblue,ophio_cflo,2102476,2103813
Ophcf2|03278,GQ602_003278,midnightblue,ophio_cflo,2126505,2129565
Ophcf2|03283,GQ602_003283,midnightblue,ophio_cflo,2158015,2159105
Ophcf2|03284,GQ602_003284,midnightblue,ophio_cflo,2159460,2161254
Ophcf2|03293,GQ602_003293,midnightblue,ophio_cflo,2278374,2278969
Ophcf2|03294,GQ602_003294,midnightblue,ophio_cflo,2280291,2280791
Ophcf2|03300,GQ602_003300,midnightblue,ophio_cflo,2292121,2293391
Ophcf2|03301,GQ602_003301,midnightblue,ophio_cflo,2294372,2295485
Ophcf2|03302,GQ602_003302,midnightblue,ophio_cflo,2296713,2299364
Ophcf2|03305,GQ602_003305,midnightblue,ophio_cflo,2307205,2310812
Ophcf2|03306,GQ602_003306,midnightblue,ophio_cflo,2311221,2311575
Ophcf2|03308,GQ602_003308,midnightblue,ophio_cflo,2314394,2316131
Ophcf2|03313,GQ602_003313,midnightblue,ophio_cflo,2329581,2331811
Ophcf2|03320,GQ602_003320,midnightblue,ophio_cflo,2351992,2352642
Ophcf2|03327,GQ602_003327,midnightblue,ophio_cflo,2371080,2372958
Ophcf2|03330,GQ602_003330,midnightblue,ophio_cflo,2378639,2380010
Ophcf2|03339,GQ602_003339,midnightblue,ophio_cflo,2401873,2403217
Ophcf2|03340,GQ602_003340,midnightblue,ophio_cflo,2403537,2405388
Ophcf2|03341,GQ602_003341,midnightblue,ophio_cflo,2408588,2412443
Ophcf2|03349,GQ602_003349,midnightblue,ophio_cflo,2432136,2433128
Ophcf2|03351,GQ602_003351,midnightblue,ophio_cflo,2436680,2442360
Ophcf2|03354,GQ602_003354,midnightblue,ophio_cflo,2447586,2450107
Ophcf2|03355,GQ602_003355,midnightblue,ophio_cflo,2450722,2453029
Ophcf2|03356,GQ602_003356,midnightblue,ophio_cflo,2453447,2454478
Ophcf2|03363,GQ602_003363,midnightblue,ophio_cflo,2479620,2480134
Ophcf2|03374,GQ602_003374,midnightblue,ophio_cflo,2509331,2512963
Ophcf2|03376,GQ602_003376,midnightblue,ophio_cflo,2513881,2515197
Ophcf2|03383,GQ602_003383,midnightblue,ophio_cflo,2532348,2534216
Ophcf2|03395,GQ602_003395,midnightblue,ophio_cflo,2567532,2568360
Ophcf2|03397,GQ602_003397,midnightblue,ophio_cflo,2570820,2571367
Ophcf2|03400,GQ602_003400,midnightblue,ophio_cflo,2579448,2580004
Ophcf2|03405,GQ602_003405,midnightblue,ophio_cflo,2587819,2593245
Ophcf2|03406,GQ602_003406,midnightblue,ophio_cflo,2593390,2593946
Ophcf2|03407,GQ602_003407,midnightblue,ophio_cflo,2594352,2596093
Ophcf2|03412,GQ602_003412,midnightblue,ophio_cflo,2605495,2606931
Ophcf2|03414,GQ602_003414,midnightblue,ophio_cflo,2611573,2612976
Ophcf2|03418,GQ602_003418,midnightblue,ophio_cflo,2621273,2623470
Ophcf2|03419,GQ602_003419,midnightblue,ophio_cflo,2623775,2624139
Ophcf2|03427,GQ602_003427,midnightblue,ophio_cflo,2646211,2646438
Ophcf2|03442,GQ602_003442,midnightblue,ophio_cflo,2693892,2698328
Ophcf2|03455,GQ602_003455,midnightblue,ophio_cflo,2748192,2748987
Ophcf2|03460,GQ602_003460,midnightblue,ophio_cflo,2763243,2765773
Ophcf2|03466,GQ602_003466,midnightblue,ophio_cflo,2777360,2781828
Ophcf2|03469,GQ602_003469,midnightblue,ophio_cflo,2785781,2788257
Ophcf2|03483,GQ602_003483,midnightblue,ophio_cflo,2828372,2832593
Ophcf2|03484,GQ602_003484,midnightblue,ophio_cflo,2834184,2836303
Ophcf2|03486,GQ602_003486,midnightblue,ophio_cflo,2840289,2841386
Ophcf2|03487,GQ602_003487,midnightblue,ophio_cflo,2841894,2843590
Ophcf2|03490,GQ602_003490,midnightblue,ophio_cflo,2848396,2851316
Ophcf2|03500,GQ602_003500,midnightblue,ophio_cflo,2868271,2869080
Ophcf2|03506,GQ602_003506,midnightblue,ophio_cflo,2881679,2884960
Ophcf2|03515,GQ602_003515,midnightblue,ophio_cflo,2915918,2917541
Ophcf2|03524,GQ602_003524,midnightblue,ophio_cflo,2940411,2942785
Ophcf2|03529,GQ602_003529,midnightblue,ophio_cflo,2949413,2951129
Ophcf2|03532,GQ602_003532,midnightblue,ophio_cflo,2957460,2959540
Ophcf2|03552,GQ602_003552,midnightblue,ophio_cflo,3055678,3057461
Ophcf2|03559,GQ602_003559,midnightblue,ophio_cflo,3072853,3081493
Ophcf2|03589,GQ602_003589,midnightblue,ophio_cflo,3207678,3208031
Ophcf2|03594,GQ602_003594,midnightblue,ophio_cflo,3220719,3221328
Ophcf2|03597,GQ602_003597,midnightblue,ophio_cflo,3252779,3254164
Ophcf2|03619,GQ602_003619,midnightblue,ophio_cflo,3339655,3341987
Ophcf2|03625,GQ602_003625,midnightblue,ophio_cflo,3355576,3357968
Ophcf2|03628,GQ602_003628,midnightblue,ophio_cflo,3361175,3362470
Ophcf2|03631,GQ602_003631,midnightblue,ophio_cflo,3368836,3370598
Ophcf2|03633,GQ602_003633,midnightblue,ophio_cflo,3372245,3374050
Ophcf2|03641,GQ602_003641,midnightblue,ophio_cflo,3387641,3392686
Ophcf2|03642,GQ602_003642,midnightblue,ophio_cflo,3396859,3399027
Ophcf2|03644,GQ602_003644,midnightblue,ophio_cflo,3402496,3403905
Ophcf2|03648,GQ602_003648,midnightblue,ophio_cflo,3412066,3414057
Ophcf2|03650,GQ602_003650,midnightblue,ophio_cflo,3417615,3421243
Ophcf2|03651,GQ602_003651,midnightblue,ophio_cflo,3425366,3425896
Ophcf2|03655,GQ602_003655,midnightblue,ophio_cflo,3434323,3435880
Ophcf2|03658,GQ602_003658,midnightblue,ophio_cflo,3443376,3445754
Ophcf2|03662,GQ602_003662,midnightblue,ophio_cflo,3457319,3459086
Ophcf2|03663,GQ602_003663,midnightblue,ophio_cflo,3460566,3467104
Ophcf2|03665,GQ602_003665,midnightblue,ophio_cflo,3469435,3474427
Ophcf2|03676,GQ602_003676,midnightblue,ophio_cflo,3503474,3504991
Ophcf2|03682,GQ602_003682,midnightblue,ophio_cflo,3519182,3522494
Ophcf2|03689,GQ602_003689,midnightblue,ophio_cflo,3550401,3551840
Ophcf2|03691,GQ602_003691,midnightblue,ophio_cflo,3555299,3558869
Ophcf2|03694,GQ602_003694,midnightblue,ophio_cflo,3564163,3566956
Ophcf2|03707,GQ602_003707,midnightblue,ophio_cflo,3605212,3608345
Ophcf2|03713,GQ602_003713,midnightblue,ophio_cflo,3622186,3622953
Ophcf2|03714,GQ602_003714,midnightblue,ophio_cflo,3624592,3627183
Ophcf2|03755,GQ602_003755,midnightblue,ophio_cflo,3737780,3741338
Ophcf2|03756,GQ602_003756,midnightblue,ophio_cflo,3742818,3743939
Ophcf2|03759,GQ602_003759,midnightblue,ophio_cflo,3748414,3750029
Ophcf2|03766,GQ602_003766,midnightblue,ophio_cflo,3771186,3774293
Ophcf2|03773,GQ602_003773,midnightblue,ophio_cflo,3786131,3786888
Ophcf2|03778,GQ602_003778,midnightblue,ophio_cflo,3800900,3803951
Ophcf2|03782,GQ602_003782,midnightblue,ophio_cflo,3815946,3816424
Ophcf2|03784,GQ602_003784,midnightblue,ophio_cflo,3824434,3826450
Ophcf2|03785,GQ602_003785,midnightblue,ophio_cflo,3829385,3831076
Ophcf2|03799,GQ602_003799,midnightblue,ophio_cflo,3872277,3874562
Ophcf2|03805,GQ602_003805,midnightblue,ophio_cflo,3883237,3884039
Ophcf2|03811,GQ602_003811,midnightblue,ophio_cflo,3893743,3895491
Ophcf2|03814,GQ602_003814,midnightblue,ophio_cflo,14978,16240
Ophcf2|03816,GQ602_003816,midnightblue,ophio_cflo,17541,18865
Ophcf2|03821,GQ602_003821,midnightblue,ophio_cflo,29656,30216
Ophcf2|03822,GQ602_003822,midnightblue,ophio_cflo,30353,31742
Ophcf2|03823,GQ602_003823,midnightblue,ophio_cflo,36468,37492
Ophcf2|03824,GQ602_003824,midnightblue,ophio_cflo,42293,43930
Ophcf2|03828,GQ602_003828,midnightblue,ophio_cflo,52052,54211
Ophcf2|03835,GQ602_003835,midnightblue,ophio_cflo,67995,70218
Ophcf2|03841,GQ602_003841,midnightblue,ophio_cflo,82457,84013
Ophcf2|03850,GQ602_003850,midnightblue,ophio_cflo,105787,107280
Ophcf2|03875,GQ602_003875,midnightblue,ophio_cflo,210159,213204
Ophcf2|03878,GQ602_003878,midnightblue,ophio_cflo,218077,218598
Ophcf2|03879,GQ602_003879,midnightblue,ophio_cflo,218972,220701
Ophcf2|03880,GQ602_003880,midnightblue,ophio_cflo,222210,226274
Ophcf2|03882,GQ602_003882,midnightblue,ophio_cflo,231351,234180
Ophcf2|03883,GQ602_003883,midnightblue,ophio_cflo,234607,236186
Ophcf2|03884,GQ602_003884,midnightblue,ophio_cflo,236358,239099
Ophcf2|03893,GQ602_003893,midnightblue,ophio_cflo,269462,269983
Ophcf2|03897,GQ602_003897,midnightblue,ophio_cflo,278217,281189
Ophcf2|03905,GQ602_003905,midnightblue,ophio_cflo,317308,318447
Ophcf2|03906,GQ602_003906,midnightblue,ophio_cflo,319565,324184
Ophcf2|03913,GQ602_003913,midnightblue,ophio_cflo,344206,346779
Ophcf2|03917,GQ602_003917,midnightblue,ophio_cflo,356332,357371
Ophcf2|03926,GQ602_003926,midnightblue,ophio_cflo,379441,380929
Ophcf2|03938,GQ602_003938,midnightblue,ophio_cflo,409909,412207
Ophcf2|03939,GQ602_003939,midnightblue,ophio_cflo,413373,415976
Ophcf2|03940,GQ602_003940,midnightblue,ophio_cflo,416970,418133
Ophcf2|03947,GQ602_003947,midnightblue,ophio_cflo,447349,450285
Ophcf2|03959,GQ602_003959,midnightblue,ophio_cflo,480900,490624
Ophcf2|03960,GQ602_003960,midnightblue,ophio_cflo,491535,493335
Ophcf2|03962,GQ602_003962,midnightblue,ophio_cflo,497006,500199
Ophcf2|03965,GQ602_003965,midnightblue,ophio_cflo,503774,506565
Ophcf2|03971,GQ602_003971,midnightblue,ophio_cflo,520846,521455
Ophcf2|03978,GQ602_003978,midnightblue,ophio_cflo,538329,540148
Ophcf2|03979,GQ602_003979,midnightblue,ophio_cflo,540680,541982
Ophcf2|03980,GQ602_003980,midnightblue,ophio_cflo,542373,544273
Ophcf2|03988,GQ602_003988,midnightblue,ophio_cflo,562644,563537
Ophcf2|03991,GQ602_003991,midnightblue,ophio_cflo,566878,568631
Ophcf2|03992,GQ602_003992,midnightblue,ophio_cflo,569692,571401
Ophcf2|03993,GQ602_003993,midnightblue,ophio_cflo,571680,572910
Ophcf2|03995,GQ602_003995,midnightblue,ophio_cflo,575214,577380
Ophcf2|04000,GQ602_004000,midnightblue,ophio_cflo,596342,598245
Ophcf2|04004,GQ602_004004,midnightblue,ophio_cflo,604295,604583
Ophcf2|04007,GQ602_004007,midnightblue,ophio_cflo,610675,611664
Ophcf2|04011,GQ602_004011,midnightblue,ophio_cflo,622827,624332
Ophcf2|04012,GQ602_004012,midnightblue,ophio_cflo,625269,627557
Ophcf2|04013,GQ602_004013,midnightblue,ophio_cflo,627903,630883
Ophcf2|04020,GQ602_004020,midnightblue,ophio_cflo,648160,649688
Ophcf2|04022,GQ602_004022,midnightblue,ophio_cflo,655434,656877
Ophcf2|04033,GQ602_004033,midnightblue,ophio_cflo,682569,684506
Ophcf2|04038,GQ602_004038,midnightblue,ophio_cflo,697736,698539
Ophcf2|04049,GQ602_004049,midnightblue,ophio_cflo,716943,718301
Ophcf2|04062,GQ602_004062,midnightblue,ophio_cflo,747902,748266
Ophcf2|04069,GQ602_004069,midnightblue,ophio_cflo,775703,776956
Ophcf2|04075,GQ602_004075,midnightblue,ophio_cflo,793120,794357
Ophcf2|04076,GQ602_004076,midnightblue,ophio_cflo,794853,796175
Ophcf2|04081,GQ602_004081,midnightblue,ophio_cflo,812043,814184
Ophcf2|04095,GQ602_004095,midnightblue,ophio_cflo,844975,846342
Ophcf2|04099,GQ602_004099,midnightblue,ophio_cflo,855872,857399
Ophcf2|04102,GQ602_004102,midnightblue,ophio_cflo,865939,868152
Ophcf2|04106,GQ602_004106,midnightblue,ophio_cflo,873402,875124
Ophcf2|04108,GQ602_004108,midnightblue,ophio_cflo,878053,879016
Ophcf2|04109,GQ602_004109,midnightblue,ophio_cflo,879111,885947
Ophcf2|04117,GQ602_004117,midnightblue,ophio_cflo,897652,900130
Ophcf2|04134,GQ602_004134,midnightblue,ophio_cflo,939489,941367
Ophcf2|04154,GQ602_004154,midnightblue,ophio_cflo,998187,1000583
Ophcf2|04160,GQ602_004160,midnightblue,ophio_cflo,1016579,1018193
Ophcf2|04163,GQ602_004163,midnightblue,ophio_cflo,1029052,1029359
Ophcf2|04174,GQ602_004174,midnightblue,ophio_cflo,1067955,1069613
Ophcf2|04176,GQ602_004176,midnightblue,ophio_cflo,1074038,1076247
Ophcf2|04184,GQ602_004184,midnightblue,ophio_cflo,1098890,1099937
Ophcf2|04188,GQ602_004188,midnightblue,ophio_cflo,1107419,1109553
Ophcf2|04212,GQ602_004212,midnightblue,ophio_cflo,1169586,1171084
Ophcf2|04219,GQ602_004219,midnightblue,ophio_cflo,1195106,1198230
Ophcf2|04224,GQ602_004224,midnightblue,ophio_cflo,1209237,1213637
Ophcf2|04230,GQ602_004230,midnightblue,ophio_cflo,1226434,1227057
Ophcf2|04231,GQ602_004231,midnightblue,ophio_cflo,1227881,1229724
Ophcf2|04235,GQ602_004235,midnightblue,ophio_cflo,1238412,1244104
Ophcf2|04248,GQ602_004248,midnightblue,ophio_cflo,1542332,1546603
Ophcf2|04251,GQ602_004251,midnightblue,ophio_cflo,1589009,1592457
Ophcf2|04254,GQ602_004254,midnightblue,ophio_cflo,1638881,1641673
Ophcf2|04255,GQ602_004255,midnightblue,ophio_cflo,1665221,1668237
Ophcf2|04271,GQ602_004271,midnightblue,ophio_cflo,2417457,2418078
Ophcf2|04276,GQ602_004276,midnightblue,ophio_cflo,2597109,2602390
Ophcf2|04277,GQ602_004277,midnightblue,ophio_cflo,2665748,2669218
Ophcf2|04281,GQ602_004281,midnightblue,ophio_cflo,2784616,2786619
Ophcf2|04284,GQ602_004284,midnightblue,ophio_cflo,2812448,2813994
Ophcf2|04289,GQ602_004289,midnightblue,ophio_cflo,2829117,2832149
Ophcf2|04290,GQ602_004290,midnightblue,ophio_cflo,2833682,2836075
Ophcf2|04297,GQ602_004297,midnightblue,ophio_cflo,2852812,2855025
Ophcf2|04298,GQ602_004298,midnightblue,ophio_cflo,2856408,2858483
Ophcf2|04299,GQ602_004299,midnightblue,ophio_cflo,2859052,2860765
Ophcf2|04303,GQ602_004303,midnightblue,ophio_cflo,2868078,2871800
Ophcf2|04308,GQ602_004308,midnightblue,ophio_cflo,2880831,2887191
Ophcf2|04311,GQ602_004311,midnightblue,ophio_cflo,2892987,2895680
Ophcf2|04315,GQ602_004315,midnightblue,ophio_cflo,2908775,2909071
Ophcf2|04318,GQ602_004318,midnightblue,ophio_cflo,2914066,2917356
Ophcf2|04321,GQ602_004321,midnightblue,ophio_cflo,2920637,2921284
Ophcf2|04322,GQ602_004322,midnightblue,ophio_cflo,2925826,2927202
Ophcf2|04323,GQ602_004323,midnightblue,ophio_cflo,2927601,2929893
Ophcf2|04333,GQ602_004333,midnightblue,ophio_cflo,2957628,2959630
Ophcf2|04335,GQ602_004335,midnightblue,ophio_cflo,2967162,2969421
Ophcf2|04342,GQ602_004342,midnightblue,ophio_cflo,2985795,2986598
Ophcf2|04353,GQ602_004353,midnightblue,ophio_cflo,3012445,3014094
Ophcf2|04364,GQ602_004364,midnightblue,ophio_cflo,3040515,3044403
Ophcf2|04367,GQ602_004367,midnightblue,ophio_cflo,3050686,3051371
Ophcf2|04368,GQ602_004368,midnightblue,ophio_cflo,3052033,3053397
Ophcf2|04375,GQ602_004375,midnightblue,ophio_cflo,3071743,3072951
Ophcf2|04381,GQ602_004381,midnightblue,ophio_cflo,3085513,3087964
Ophcf2|04389,GQ602_004389,midnightblue,ophio_cflo,3115102,3118733
