"start","end","attributes_robin","attributes_ncbi"
3335,3683,"Beaba1|1","BBA_00001"
260030,260740,"Beaba1|2380","BBA_02380"
261868,263162,"Beaba1|2381","BBA_02381"
265443,267126,"Beaba1|2382","BBA_02382"
269270,269604,"Beaba1|2383","BBA_02383"
279948,281890,"Beaba1|2384","BBA_02384"
282673,284234,"Beaba1|2385","BBA_02385"
284947,285627,"Beaba1|2386","BBA_02386"
285775,287666,"Beaba1|2387","BBA_02387"
289915,291782,"Beaba1|2388","BBA_02388"
292290,295369,"Beaba1|2389","BBA_02389"
295855,296867,"Beaba1|2390","BBA_02390"
297085,297758,"Beaba1|2391","BBA_02391"
297876,299210,"Beaba1|2392","BBA_02392"
302448,303283,"Beaba1|2393","BBA_02393"
303972,304808,"Beaba1|2394","BBA_02394"
305341,307209,"Beaba1|2395","BBA_02395"
307587,308207,"Beaba1|2396","BBA_02396"
309262,310158,"Beaba1|2397","BBA_02397"
310655,312194,"Beaba1|2398","BBA_02398"
315547,317382,"Beaba1|2399","BBA_02399"
318820,320337,"Beaba1|2400","BBA_02400"
320896,322338,"Beaba1|2401","BBA_02401"
328896,329222,"Beaba1|2402","BBA_02402"
329768,332573,"Beaba1|2403","BBA_02403"
334118,336698,"Beaba1|2404","BBA_02404"
338359,341520,"Beaba1|2405","BBA_02405"
346482,347562,"Beaba1|2406","BBA_02406"
352496,353062,"Beaba1|2407","BBA_02407"
354703,357172,"Beaba1|2408","BBA_02408"
358179,361692,"Beaba1|2409","BBA_02409"
364018,366964,"Beaba1|2410","BBA_02410"
367484,368629,"Beaba1|2411","BBA_02411"
368826,370732,"Beaba1|2412","BBA_02412"
372761,373269,"Beaba1|2413","BBA_02413"
374998,376321,"Beaba1|2414","BBA_02414"
377779,378983,"Beaba1|2415","BBA_02415"
379096,380705,"Beaba1|2416","BBA_02416"
383105,385030,"Beaba1|2417","BBA_02417"
385835,388269,"Beaba1|2418","BBA_02418"
388546,390938,"Beaba1|2419","BBA_02419"
396456,396986,"Beaba1|2420","BBA_02420"
397885,399915,"Beaba1|2421","BBA_02421"
404032,404653,"Beaba1|2422","BBA_02422"
406528,408956,"Beaba1|2423","BBA_02423"
410954,413193,"Beaba1|2424","BBA_02424"
418835,419755,"Beaba1|2425","BBA_02425"
424025,425992,"Beaba1|2426","BBA_02426"
426393,427298,"Beaba1|2427","BBA_02427"
430910,432774,"Beaba1|2428","BBA_02428"
436306,437999,"Beaba1|2429","BBA_02429"
442545,444180,"Beaba1|2430","BBA_02430"
444400,445911,"Beaba1|2431","BBA_02431"
446347,447009,"Beaba1|2432","BBA_02432"
448016,448489,"Beaba1|2433","BBA_02433"
449856,451657,"Beaba1|2434","BBA_02434"
452670,457362,"Beaba1|2435","BBA_02435"
457531,458278,"Beaba1|2436","BBA_02436"
458698,460074,"Beaba1|2437","BBA_02437"
461024,463185,"Beaba1|2438","BBA_02438"
464014,465304,"Beaba1|2439","BBA_02439"
466342,468165,"Beaba1|2440","BBA_02440"
471016,474023,"Beaba1|2441","BBA_02441"
474523,474951,"Beaba1|2442","BBA_02442"
475916,477604,"Beaba1|2443","BBA_02443"
478227,478836,"Beaba1|2444","BBA_02444"
479245,480562,"Beaba1|2445","BBA_02445"
480917,482225,"Beaba1|2446","BBA_02446"
484034,486830,"Beaba1|2447","BBA_02447"
487372,488938,"Beaba1|2448","BBA_02448"
490634,493496,"Beaba1|2449","BBA_02449"
494882,495763,"Beaba1|2450","BBA_02450"
498218,500914,"Beaba1|2451","BBA_02451"
502920,504269,"Beaba1|2452","BBA_02452"
505014,506021,"Beaba1|2453","BBA_02453"
510882,511247,"Beaba1|2454","BBA_02454"
512503,512706,"Beaba1|2455","BBA_02455"
519670,521277,"Beaba1|2456","BBA_02456"
522450,524491,"Beaba1|2457","BBA_02457"
526250,527524,"Beaba1|2458","BBA_02458"
530469,531129,"Beaba1|2459","BBA_02459"
531744,532709,"Beaba1|2460","BBA_02460"
535719,536792,"Beaba1|2461","BBA_02461"
537034,538182,"Beaba1|2462","BBA_02462"
538869,540755,"Beaba1|2463","BBA_02463"
541388,542764,"Beaba1|2464","BBA_02464"
544404,546152,"Beaba1|2465","BBA_02465"
546581,548824,"Beaba1|2466","BBA_02466"
549946,551418,"Beaba1|2467","BBA_02467"
551766,552911,"Beaba1|2468","BBA_02468"
554155,555255,"Beaba1|2469","BBA_02469"
560800,561366,"Beaba1|2470","BBA_02470"
562643,563477,"Beaba1|2471","BBA_02471"
564032,564690,"Beaba1|2472","BBA_02472"
565015,565478,"Beaba1|2473","BBA_02473"
568908,572147,"Beaba1|2474","BBA_02474"
572847,573915,"Beaba1|2475","BBA_02475"
577446,579215,"Beaba1|2476","BBA_02476"
580357,581265,"Beaba1|2477","BBA_02477"
587053,589052,"Beaba1|2478","BBA_02478"
591472,592939,"Beaba1|2479","BBA_02479"
593262,595811,"Beaba1|2480","BBA_02480"
596398,597552,"Beaba1|2481","BBA_02481"
597945,599424,"Beaba1|2482","BBA_02482"
611974,615698,"Beaba1|2483","BBA_02483"
616672,618475,"Beaba1|2484","BBA_02484"
619949,620930,"Beaba1|2485","BBA_02485"
621376,624519,"Beaba1|2486","BBA_02486"
626315,631447,"Beaba1|2487","BBA_02487"
632228,635332,"Beaba1|2488","BBA_02488"
639620,643903,"Beaba1|2489","BBA_02489"
645035,646747,"Beaba1|2490","BBA_02490"
647026,648427,"Beaba1|2491","BBA_02491"
648810,649716,"Beaba1|2492","BBA_02492"
649880,650698,"Beaba1|2493","BBA_02493"
651436,653067,"Beaba1|2494","BBA_02494"
653390,653966,"Beaba1|2495","BBA_02495"
654261,657557,"Beaba1|2496","BBA_02496"
657959,658828,"Beaba1|2497","BBA_02497"
659421,661815,"Beaba1|2498","BBA_02498"
665080,666509,"Beaba1|2499","BBA_02499"
667332,668135,"Beaba1|2500","BBA_02500"
668883,671135,"Beaba1|2501","BBA_02501"
671437,674957,"Beaba1|2502","BBA_02502"
675288,676390,"Beaba1|2503","BBA_02503"
676650,678146,"Beaba1|2504","BBA_02504"
687036,688775,"Beaba1|2505","BBA_02505"
690743,691910,"Beaba1|2506","BBA_02506"
693331,696333,"Beaba1|2507","BBA_02507"
700762,702435,"Beaba1|2508","BBA_02508"
705152,707324,"Beaba1|2509","BBA_02509"
707594,710221,"Beaba1|2510","BBA_02510"
711472,713333,"Beaba1|2511","BBA_02511"
714847,716909,"Beaba1|2512","BBA_02512"
719774,720475,"Beaba1|2513","BBA_02513"
720702,721783,"Beaba1|2514","BBA_02514"
722685,724286,"Beaba1|2515","BBA_02515"
725473,727856,"Beaba1|2516","BBA_02516"
731595,735258,"Beaba1|2517","BBA_02517"
737732,741262,"Beaba1|2518","BBA_02518"
742349,746797,"Beaba1|2519","BBA_02519"
749756,751790,"Beaba1|2520","BBA_02520"
755272,756797,"Beaba1|2521","BBA_02521"
757330,758006,"Beaba1|2522","BBA_02522"
759395,760499,"Beaba1|2523","BBA_02523"
761440,763113,"Beaba1|2524","BBA_02524"
763489,766301,"Beaba1|2525","BBA_02525"
766608,768354,"Beaba1|2526","BBA_02526"
768583,770901,"Beaba1|2527","BBA_02527"
771504,775076,"Beaba1|2528","BBA_02528"
780364,780879,"Beaba1|2529","BBA_02529"
785025,786491,"Beaba1|2530","BBA_02530"
787027,788127,"Beaba1|2531","BBA_02531"
791886,793299,"Beaba1|2532","BBA_02532"
793909,796130,"Beaba1|2533","BBA_02533"
796827,799451,"Beaba1|2534","BBA_02534"
801057,802392,"Beaba1|2535","BBA_02535"
802795,804234,"Beaba1|2536","BBA_02536"
804512,806717,"Beaba1|2537","BBA_02537"
807273,811071,"Beaba1|2538","BBA_02538"
813537,815274,"Beaba1|2539","BBA_02539"
815777,816389,"Beaba1|2540","BBA_02540"
816653,818511,"Beaba1|2541","BBA_02541"
819162,820719,"Beaba1|2542","BBA_02542"
822882,824383,"Beaba1|2543","BBA_02543"
825050,826005,"Beaba1|2544","BBA_02544"
827903,829819,"Beaba1|2545","BBA_02545"
831262,835329,"Beaba1|2546","BBA_02546"
838843,841616,"Beaba1|2547","BBA_02547"
844252,845370,"Beaba1|2548","BBA_02548"
846290,848975,"Beaba1|2549","BBA_02549"
851160,852366,"Beaba1|2550","BBA_02550"
853452,854012,"Beaba1|2551","BBA_02551"
856089,857318,"Beaba1|2552","BBA_02552"
859039,860172,"Beaba1|2553","BBA_02553"
861084,862084,"Beaba1|2554","BBA_02554"
862272,863444,"Beaba1|2555","BBA_02555"
864350,868735,"Beaba1|2556","BBA_02556"
869646,871926,"Beaba1|2557","BBA_02557"
872190,873301,"Beaba1|2558","BBA_02558"
873951,874371,"Beaba1|2559","BBA_02559"
876041,876823,"Beaba1|2560","BBA_02560"
877995,879053,"Beaba1|2561","BBA_02561"
879080,880621,"Beaba1|2562","BBA_02562"
881025,883643,"Beaba1|2563","BBA_02563"
887656,889488,"Beaba1|2564","BBA_02564"
889756,891688,"Beaba1|2565","BBA_02565"
894147,896981,"Beaba1|2566","BBA_02566"
897718,899707,"Beaba1|2567","BBA_02567"
901754,902858,"Beaba1|2568","BBA_02568"
903213,903571,"Beaba1|2569","BBA_02569"
904436,905822,"Beaba1|2570","BBA_02570"
906816,908945,"Beaba1|2571","BBA_02571"
909736,910697,"Beaba1|2572","BBA_02572"
911629,913615,"Beaba1|2573","BBA_02573"
914072,915211,"Beaba1|2574","BBA_02574"
915366,916638,"Beaba1|2575","BBA_02575"
917869,918195,"Beaba1|2576","BBA_02576"
919922,920816,"Beaba1|2577","BBA_02577"
922159,923526,"Beaba1|2578","BBA_02578"
924337,925992,"Beaba1|2579","BBA_02579"
927241,928087,"Beaba1|2580","BBA_02580"
931146,932225,"Beaba1|2581","BBA_02581"
933421,934235,"Beaba1|2582","BBA_02582"
934591,936238,"Beaba1|2583","BBA_02583"
936612,937918,"Beaba1|2584","BBA_02584"
938906,939859,"Beaba1|2585","BBA_02585"
940914,942447,"Beaba1|2586","BBA_02586"
946425,947315,"Beaba1|2587","BBA_02587"
948284,949090,"Beaba1|2588","BBA_02588"
950023,951396,"Beaba1|2589","BBA_02589"
952450,953327,"Beaba1|2590","BBA_02590"
964738,967374,"Beaba1|2591","BBA_02591"
979078,981892,"Beaba1|2592","BBA_02592"
984799,985472,"Beaba1|2593","BBA_02593"
986524,987939,"Beaba1|2594","BBA_02594"
989624,991345,"Beaba1|2595","BBA_02595"
991904,994830,"Beaba1|2596","BBA_02596"
995668,998013,"Beaba1|2597","BBA_02597"
998538,999953,"Beaba1|2598","BBA_02598"
1001392,1002621,"Beaba1|2599","BBA_02599"
1003595,1005236,"Beaba1|2600","BBA_02600"
1005333,1007106,"Beaba1|2601","BBA_02601"
1011676,1012239,"Beaba1|2602","BBA_02602"
1012477,1013463,"Beaba1|2603","BBA_02603"
1013761,1014756,"Beaba1|2604","BBA_02604"
1015992,1017923,"Beaba1|2605","BBA_02605"
1022175,1026517,"Beaba1|2606","BBA_02606"
1026573,1027477,"Beaba1|2607","BBA_02607"
1028321,1028872,"Beaba1|2608","BBA_02608"
1030917,1032742,"Beaba1|2609","BBA_02609"
1032930,1035329,"Beaba1|2610","BBA_02610"
1036098,1038039,"Beaba1|2611","BBA_02611"
1039513,1040736,"Beaba1|2612","BBA_02612"
1043612,1045356,"Beaba1|2613","BBA_02613"
1046457,1047144,"Beaba1|2614","BBA_02614"
1050108,1050922,"Beaba1|2615","BBA_02615"
1051801,1053081,"Beaba1|2616","BBA_02616"
1054985,1056322,"Beaba1|2617","BBA_02617"
1056650,1058104,"Beaba1|2618","BBA_02618"
1061950,1062594,"Beaba1|2619","BBA_02619"
1064024,1065208,"Beaba1|2620","BBA_02620"
1065906,1068275,"Beaba1|2621","BBA_02621"
1071769,1072437,"Beaba1|2622","BBA_02622"
1073497,1074260,"Beaba1|2623","BBA_02623"
1074418,1077633,"Beaba1|2624","BBA_02624"
1079515,1080166,"Beaba1|2625","BBA_02625"
1080743,1081560,"Beaba1|2626","BBA_02626"
1083728,1084132,"Beaba1|2627","BBA_02627"
1084945,1087156,"Beaba1|2628","BBA_02628"
1088215,1089447,"Beaba1|2629","BBA_02629"
1090078,1099521,"Beaba1|2630","BBA_02630"
1101025,1101699,"Beaba1|2631","BBA_02631"
1104789,1106566,"Beaba1|2632","BBA_02632"
1108542,1109708,"Beaba1|2633","BBA_02633"
1110513,1112070,"Beaba1|2634","BBA_02634"
1112668,1114167,"Beaba1|2635","BBA_02635"
1114666,1115389,"Beaba1|2636","BBA_02636"
1116878,1118419,"Beaba1|2637","BBA_02637"
1119585,1120616,"Beaba1|2638","BBA_02638"
1121328,1122583,"Beaba1|2639","BBA_02639"
1122879,1124750,"Beaba1|2640","BBA_02640"
1126186,1130067,"Beaba1|2641","BBA_02641"
1130449,1131740,"Beaba1|2642","BBA_02642"
1132090,1134048,"Beaba1|2643","BBA_02643"
1134467,1137311,"Beaba1|2644","BBA_02644"
1141750,1143271,"Beaba1|2645","BBA_02645"
1148194,1151031,"Beaba1|2646","BBA_02646"
1153983,1157949,"Beaba1|2647","BBA_02647"
1165166,1167361,"Beaba1|2648","BBA_02648"
1173485,1178215,"Beaba1|2649","BBA_02649"
1179321,1180835,"Beaba1|2650","BBA_02650"
1181785,1183451,"Beaba1|2651","BBA_02651"
1185163,1188677,"Beaba1|2652","BBA_02652"
1193394,1195413,"Beaba1|2653","BBA_02653"
1197090,1199552,"Beaba1|2654","BBA_02654"
1203099,1206139,"Beaba1|2655","BBA_02655"
1213334,1215196,"Beaba1|2656","BBA_02656"
1215691,1216960,"Beaba1|2657","BBA_02657"
1217633,1218020,"Beaba1|2658","BBA_02658"
1218196,1219326,"Beaba1|2659","BBA_02659"
1219654,1220310,"Beaba1|2660","BBA_02660"
1221384,1222238,"Beaba1|2661","BBA_02661"
1222861,1227814,"Beaba1|2662","BBA_02662"
1238059,1240561,"Beaba1|2663","BBA_02663"
1241947,1242260,"Beaba1|2664","BBA_02664"
1242567,1243133,"Beaba1|2665","BBA_02665"
1243766,1245955,"Beaba1|2666","BBA_02666"
1252174,1254232,"Beaba1|2667","BBA_02667"
1255287,1256753,"Beaba1|2668","BBA_02668"
1257662,1258366,"Beaba1|2669","BBA_02669"
1259840,1262347,"Beaba1|2670","BBA_02670"
1262890,1264001,"Beaba1|2671","BBA_02671"
1264120,1265910,"Beaba1|2672","BBA_02672"
1266426,1269175,"Beaba1|2673","BBA_02673"
1270394,1271290,"Beaba1|2674","BBA_02674"
1271688,1276047,"Beaba1|2675","BBA_02675"
1276915,1278474,"Beaba1|2676","BBA_02676"
1279002,1280966,"Beaba1|2677","BBA_02677"
1282007,1284141,"Beaba1|2678","BBA_02678"
1288389,1288838,"Beaba1|2679","BBA_02679"
1290568,1292187,"Beaba1|2680","BBA_02680"
1293945,1305633,"Beaba1|2681","BBA_02681"
1306342,1307067,"Beaba1|2682","BBA_02682"
1307171,1308773,"Beaba1|2683","BBA_02683"
1309779,1312432,"Beaba1|2684","BBA_02684"
1312674,1313300,"Beaba1|2685","BBA_02685"
1314192,1316126,"Beaba1|2686","BBA_02686"
1317156,1318691,"Beaba1|2687","BBA_02687"
1319654,1320395,"Beaba1|2688","BBA_02688"
1321057,1322470,"Beaba1|2689","BBA_02689"
1322950,1323482,"Beaba1|2690","BBA_02690"
1324060,1329270,"Beaba1|2691","BBA_02691"
1329847,1330782,"Beaba1|2692","BBA_02692"
1331029,1331820,"Beaba1|2693","BBA_02693"
1332078,1333121,"Beaba1|2694","BBA_02694"
1333298,1334536,"Beaba1|2695","BBA_02695"
1335318,1338950,"Beaba1|2696","BBA_02696"
1339236,1339729,"Beaba1|2697","BBA_02697"
1340823,1342429,"Beaba1|2698","BBA_02698"
1344655,1346126,"Beaba1|2699","BBA_02699"
1347003,1349231,"Beaba1|2700","BBA_02700"
1350136,1350628,"Beaba1|2701","BBA_02701"
1351927,1353488,"Beaba1|2702","BBA_02702"
1354093,1356046,"Beaba1|2703","BBA_02703"
1357421,1358823,"Beaba1|2704","BBA_02704"
1359650,1361935,"Beaba1|2705","BBA_02705"
1363824,1365241,"Beaba1|2706","BBA_02706"
1365610,1366145,"Beaba1|2707","BBA_02707"
1368481,1370733,"Beaba1|2708","BBA_02708"
1371788,1372603,"Beaba1|2709","BBA_02709"
1372926,1374486,"Beaba1|2710","BBA_02710"
1375179,1376248,"Beaba1|2711","BBA_02711"
1377687,1378490,"Beaba1|2712","BBA_02712"
1378896,1379906,"Beaba1|2713","BBA_02713"
1380343,1384466,"Beaba1|2714","BBA_02714"
1385546,1386720,"Beaba1|2715","BBA_02715"
1388480,1389490,"Beaba1|2716","BBA_02716"
1390159,1390974,"Beaba1|2717","BBA_02717"
1391405,1393204,"Beaba1|2718","BBA_02718"
1394446,1394977,"Beaba1|2719","BBA_02719"
1396756,1398132,"Beaba1|2720","BBA_02720"
1398521,1400476,"Beaba1|2721","BBA_02721"
1401725,1404135,"Beaba1|2722","BBA_02722"
1404458,1404777,"Beaba1|2723","BBA_02723"
1405562,1406974,"Beaba1|2724","BBA_02724"
1407616,1408743,"Beaba1|2725","BBA_02725"
1409257,1409682,"Beaba1|2726","BBA_02726"
1410117,1411319,"Beaba1|2727","BBA_02727"
1413758,1414618,"Beaba1|2728","BBA_02728"
1417262,1419043,"Beaba1|2729","BBA_02729"
1419264,1422038,"Beaba1|2730","BBA_02730"
1425952,1427729,"Beaba1|2731","BBA_02731"
1428055,1428619,"Beaba1|2732","BBA_02732"
1429777,1431702,"Beaba1|2733","BBA_02733"
1432200,1433868,"Beaba1|2734","BBA_02734"
1436424,1437704,"Beaba1|2735","BBA_02735"
1439666,1440385,"Beaba1|2736","BBA_02736"
1441435,1443226,"Beaba1|2737","BBA_02737"
1443615,1446992,"Beaba1|2738","BBA_02738"
1450268,1451271,"Beaba1|2739","BBA_02739"
1451576,1452646,"Beaba1|2740","BBA_02740"
1453734,1455511,"Beaba1|2741","BBA_02741"
1456966,1458326,"Beaba1|2742","BBA_02742"
1459159,1461072,"Beaba1|2743","BBA_02743"
1461863,1463729,"Beaba1|2744","BBA_02744"
74,1253,"Beaba1|2745","BBA_02745"
2422,4677,"Beaba1|2746","BBA_02746"
5420,7139,"Beaba1|2747","BBA_02747"
7328,8131,"Beaba1|2748","BBA_02748"
8570,9367,"Beaba1|2749","BBA_02749"
9937,10510,"Beaba1|2750","BBA_02750"
10813,12522,"Beaba1|2751","BBA_02751"
15315,17682,"Beaba1|2752","BBA_02752"
21788,22393,"Beaba1|2753","BBA_02753"
22534,26055,"Beaba1|2754","BBA_02754"
28019,30439,"Beaba1|2755","BBA_02755"
31807,34020,"Beaba1|2756","BBA_02756"
34519,35655,"Beaba1|2757","BBA_02757"
37018,38038,"Beaba1|2758","BBA_02758"
40434,41379,"Beaba1|2759","BBA_02759"
43172,44791,"Beaba1|2760","BBA_02760"
46815,48303,"Beaba1|2761","BBA_02761"
48459,50370,"Beaba1|2762","BBA_02762"
51913,52255,"Beaba1|2763","BBA_02763"
52710,54120,"Beaba1|2764","BBA_02764"
54971,55783,"Beaba1|2765","BBA_02765"
57977,59074,"Beaba1|2766","BBA_02766"
59865,60355,"Beaba1|2767","BBA_02767"
62295,64234,"Beaba1|2768","BBA_02768"
64407,65597,"Beaba1|2769","BBA_02769"
66181,67648,"Beaba1|2770","BBA_02770"
68486,70306,"Beaba1|2771","BBA_02771"
72169,72656,"Beaba1|2772","BBA_02772"
73058,79606,"Beaba1|2773","BBA_02773"
85509,87223,"Beaba1|2774","BBA_02774"
87363,89086,"Beaba1|2775","BBA_02775"
89969,91969,"Beaba1|2776","BBA_02776"
92354,93569,"Beaba1|2777","BBA_02777"
94025,96273,"Beaba1|2778","BBA_02778"
96708,97205,"Beaba1|2779","BBA_02779"
97754,98379,"Beaba1|2780","BBA_02780"
102217,104200,"Beaba1|2781","BBA_02781"
104370,106778,"Beaba1|2782","BBA_02782"
107398,108490,"Beaba1|2783","BBA_02783"
109965,110775,"Beaba1|2784","BBA_02784"
112014,113186,"Beaba1|2785","BBA_02785"
113623,115883,"Beaba1|2786","BBA_02786"
116453,117083,"Beaba1|2787","BBA_02787"
117601,119264,"Beaba1|2788","BBA_02788"
122319,124466,"Beaba1|2789","BBA_02789"
125547,127447,"Beaba1|2790","BBA_02790"
130275,131662,"Beaba1|2791","BBA_02791"
132111,133050,"Beaba1|2792","BBA_02792"
133984,139332,"Beaba1|2793","BBA_02793"
140260,141807,"Beaba1|2794","BBA_02794"
142047,144301,"Beaba1|2795","BBA_02795"
147126,147995,"Beaba1|2796","BBA_02796"
148298,149445,"Beaba1|2797","BBA_02797"
149918,150749,"Beaba1|2798","BBA_02798"
151117,151942,"Beaba1|2799","BBA_02799"
152679,153357,"Beaba1|2800","BBA_02800"
155853,158564,"Beaba1|2801","BBA_02801"
159072,161893,"Beaba1|2802","BBA_02802"
162876,164236,"Beaba1|2803","BBA_02803"
165532,167208,"Beaba1|2804","BBA_02804"
167558,168654,"Beaba1|2805","BBA_02805"
168989,169959,"Beaba1|2806","BBA_02806"
171064,172698,"Beaba1|2807","BBA_02807"
173162,175300,"Beaba1|2808","BBA_02808"
175770,176922,"Beaba1|2809","BBA_02809"
177719,179389,"Beaba1|2810","BBA_02810"
179524,181351,"Beaba1|2811","BBA_02811"
182056,183541,"Beaba1|2812","BBA_02812"
187186,188235,"Beaba1|2813","BBA_02813"
188688,191207,"Beaba1|2814","BBA_02814"
192707,198076,"Beaba1|2815","BBA_02815"
198812,203068,"Beaba1|2816","BBA_02816"
217277,218815,"Beaba1|2817","BBA_02817"
220628,223160,"Beaba1|2818","BBA_02818"
223834,224289,"Beaba1|2819","BBA_02819"
225029,226060,"Beaba1|2820","BBA_02820"
226115,227860,"Beaba1|2821","BBA_02821"
228148,229305,"Beaba1|2822","BBA_02822"
229763,231542,"Beaba1|2823","BBA_02823"
231898,232806,"Beaba1|2824","BBA_02824"
233313,234962,"Beaba1|2825","BBA_02825"
236941,239270,"Beaba1|2826","BBA_02826"
239994,241306,"Beaba1|2827","BBA_02827"
241361,245163,"Beaba1|2828","BBA_02828"
246274,247361,"Beaba1|2829","BBA_02829"
248256,248894,"Beaba1|2830","BBA_02830"
249010,250625,"Beaba1|2831","BBA_02831"
251298,253528,"Beaba1|2832","BBA_02832"
260678,263749,"Beaba1|2833","BBA_02833"
264599,266161,"Beaba1|2834","BBA_02834"
274845,276027,"Beaba1|2835","BBA_02835"
279376,280794,"Beaba1|2836","BBA_02836"
281798,282728,"Beaba1|2837","BBA_02837"
283394,284569,"Beaba1|2838","BBA_02838"
284788,285228,"Beaba1|2839","BBA_02839"
285881,289012,"Beaba1|2840","BBA_02840"
289475,290185,"Beaba1|2841","BBA_02841"
290728,297035,"Beaba1|2842","BBA_02842"
298215,298926,"Beaba1|2843","BBA_02843"
300046,302006,"Beaba1|2844","BBA_02844"
303382,308157,"Beaba1|2845","BBA_02845"
309896,311191,"Beaba1|2846","BBA_02846"
312201,314688,"Beaba1|2847","BBA_02847"
315238,318167,"Beaba1|2848","BBA_02848"
320817,322913,"Beaba1|2849","BBA_02849"
323447,326597,"Beaba1|2850","BBA_02850"
327523,328297,"Beaba1|2851","BBA_02851"
329319,331073,"Beaba1|2852","BBA_02852"
331911,333732,"Beaba1|2853","BBA_02853"
335023,336160,"Beaba1|2854","BBA_02854"
336746,339666,"Beaba1|2855","BBA_02855"
340473,347150,"Beaba1|2856","BBA_02856"
347508,348449,"Beaba1|2857","BBA_02857"
352954,354160,"Beaba1|2858","BBA_02858"
354719,356055,"Beaba1|2859","BBA_02859"
356439,357978,"Beaba1|2860","BBA_02860"
358882,360077,"Beaba1|2861","BBA_02861"
361534,361850,"Beaba1|2862","BBA_02862"
370934,372106,"Beaba1|2863","BBA_02863"
374245,377568,"Beaba1|2864","BBA_02864"
379065,381065,"Beaba1|2865","BBA_02865"
382513,383406,"Beaba1|2866","BBA_02866"
385121,385893,"Beaba1|2867","BBA_02867"
386356,389396,"Beaba1|2868","BBA_02868"
390113,391210,"Beaba1|2869","BBA_02869"
401875,403146,"Beaba1|2870","BBA_02870"
403307,406267,"Beaba1|2871","BBA_02871"
411340,412468,"Beaba1|2872","BBA_02872"
418788,420261,"Beaba1|2873","BBA_02873"
424407,427541,"Beaba1|2874","BBA_02874"
428436,429738,"Beaba1|2875","BBA_02875"
431070,431801,"Beaba1|2876","BBA_02876"
432193,433605,"Beaba1|2877","BBA_02877"
436257,437838,"Beaba1|2878","BBA_02878"
439224,440605,"Beaba1|2879","BBA_02879"
442914,443860,"Beaba1|2880","BBA_02880"
444163,445299,"Beaba1|2881","BBA_02881"
446658,448528,"Beaba1|2882","BBA_02882"
450155,450763,"Beaba1|2883","BBA_02883"
451068,454424,"Beaba1|2884","BBA_02884"
455764,457007,"Beaba1|2885","BBA_02885"
457543,458304,"Beaba1|2886","BBA_02886"
458887,459241,"Beaba1|2887","BBA_02887"
459864,461407,"Beaba1|2888","BBA_02888"
462897,463901,"Beaba1|2889","BBA_02889"
465156,465851,"Beaba1|2890","BBA_02890"
466998,470452,"Beaba1|2891","BBA_02891"
471439,471687,"Beaba1|2892","BBA_02892"
472338,473948,"Beaba1|2893","BBA_02893"
475959,478128,"Beaba1|2894","BBA_02894"
478925,482558,"Beaba1|2895","BBA_02895"
483125,483926,"Beaba1|2896","BBA_02896"
484271,487556,"Beaba1|2897","BBA_02897"
487894,488776,"Beaba1|2898","BBA_02898"
489141,490333,"Beaba1|2899","BBA_02899"
490568,491326,"Beaba1|2900","BBA_02900"
492334,493396,"Beaba1|2901","BBA_02901"
494367,496799,"Beaba1|2902","BBA_02902"
497805,499208,"Beaba1|2903","BBA_02903"
499807,500605,"Beaba1|2904","BBA_02904"
501195,501479,"Beaba1|2905","BBA_02905"
502302,503821,"Beaba1|2906","BBA_02906"
504481,505995,"Beaba1|2907","BBA_02907"
506542,507800,"Beaba1|2908","BBA_02908"
507990,510181,"Beaba1|2909","BBA_02909"
511747,516865,"Beaba1|2910","BBA_02910"
519698,522319,"Beaba1|2911","BBA_02911"
522957,523483,"Beaba1|2912","BBA_02912"
524380,525345,"Beaba1|2913","BBA_02913"
526294,526938,"Beaba1|2914","BBA_02914"
528117,530360,"Beaba1|2915","BBA_02915"
532930,534731,"Beaba1|2916","BBA_02916"
538106,539331,"Beaba1|2917","BBA_02917"
540052,542116,"Beaba1|2918","BBA_02918"
545029,550937,"Beaba1|2919","BBA_02919"
553816,555268,"Beaba1|2920","BBA_02920"
556328,558462,"Beaba1|2921","BBA_02921"
558985,559389,"Beaba1|2922","BBA_02922"
560292,562372,"Beaba1|2923","BBA_02923"
563533,565293,"Beaba1|2924","BBA_02924"
565593,567030,"Beaba1|2925","BBA_02925"
567503,568061,"Beaba1|2926","BBA_02926"
568590,569657,"Beaba1|2927","BBA_02927"
569926,570456,"Beaba1|2928","BBA_02928"
571094,571705,"Beaba1|2929","BBA_02929"
572250,574284,"Beaba1|2930","BBA_02930"
576197,577080,"Beaba1|2931","BBA_02931"
578009,579974,"Beaba1|2932","BBA_02932"
582035,584100,"Beaba1|2933","BBA_02933"
584753,585457,"Beaba1|2934","BBA_02934"
586760,589792,"Beaba1|2935","BBA_02935"
590099,591405,"Beaba1|2936","BBA_02936"
592148,593374,"Beaba1|2937","BBA_02937"
593739,595477,"Beaba1|2938","BBA_02938"
596343,598183,"Beaba1|2939","BBA_02939"
598949,599959,"Beaba1|2940","BBA_02940"
601007,607730,"Beaba1|2941","BBA_02941"
608669,610327,"Beaba1|2942","BBA_02942"
610504,611508,"Beaba1|2943","BBA_02943"
614757,615411,"Beaba1|2944","BBA_02944"
616279,617838,"Beaba1|2945","BBA_02945"
618027,621679,"Beaba1|2946","BBA_02946"
622663,623758,"Beaba1|2947","BBA_02947"
623958,625083,"Beaba1|2948","BBA_02948"
