proteinId	Cmax	Cmax_pos	Ymax	Ymax_pos	Smax	Smax_pos	Smean	D	signal_predicted	Dmaxcut	networks_used	SSP
Beaba1|256	0.122	17	0.176	17	0.302	5	0.245	0.213	N	0.45	SignalP-noTM	N
Beaba1|2560	0.14	16	0.129	16	0.148	5	0.112	0.12	N	0.45	SignalP-noTM	N
Beaba1|2561	0.107	8	0.103	63	0.111	12	0.099	0.101	N	0.45	SignalP-noTM	N
Beaba1|2562	0.109	38	0.117	11	0.144	1	0.113	0.115	N	0.45	SignalP-noTM	N
Beaba1|2563	0.109	12	0.115	44	0.131	33	0.113	0.114	N	0.45	SignalP-noTM	N
Beaba1|2564	0.111	48	0.11	11	0.131	46	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|2565	0.133	58	0.112	58	0.126	2	0.099	0.105	N	0.45	SignalP-noTM	N
Beaba1|2566	0.864	31	0.905	31	0.987	20	0.927	0.917	Y	0.45	SignalP-noTM	N
Beaba1|2567	0.136	40	0.116	12	0.138	2	0.121	0.119	N	0.45	SignalP-noTM	N
Beaba1|2568	0.295	21	0.354	21	0.603	18	0.431	0.396	N	0.45	SignalP-noTM	N
Beaba1|2569	0.124	19	0.134	11	0.237	2	0.162	0.145	N	0.5	SignalP-TM	N
Beaba1|257	0.109	23	0.105	68	0.11	64	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|2570	0.146	25	0.134	25	0.193	5	0.126	0.13	N	0.45	SignalP-noTM	N
Beaba1|2571	0.11	29	0.106	29	0.111	10	0.102	0.104	N	0.45	SignalP-noTM	N
Beaba1|2572	0.164	17	0.242	17	0.514	8	0.354	0.302	N	0.45	SignalP-noTM	N
Beaba1|2573	0.114	13	0.118	13	0.146	11	0.125	0.122	N	0.45	SignalP-noTM	N
Beaba1|2574	0.183	65	0.134	65	0.124	37	0.102	0.117	N	0.45	SignalP-noTM	N
Beaba1|2575	0.129	24	0.115	24	0.121	28	0.103	0.108	N	0.45	SignalP-noTM	N
Beaba1|2576	0.156	30	0.201	21	0.445	1	0.275	0.241	N	0.45	SignalP-noTM	N
Beaba1|2577	0.109	60	0.115	22	0.146	12	0.124	0.12	N	0.45	SignalP-noTM	N
Beaba1|2578	0.11	49	0.11	49	0.12	26	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|2579	0.405	22	0.581	22	0.918	20	0.839	0.72	Y	0.45	SignalP-noTM	N
Beaba1|258	0.311	19	0.435	19	0.745	2	0.587	0.517	Y	0.45	SignalP-noTM	N
Beaba1|2580	0.11	51	0.104	45	0.11	24	0.093	0.098	N	0.45	SignalP-noTM	N
Beaba1|2581	0.121	46	0.156	46	0.473	42	0.15	0.153	N	0.45	SignalP-noTM	N
Beaba1|2582	0.187	19	0.161	19	0.175	16	0.136	0.147	N	0.45	SignalP-noTM	N
Beaba1|2583	0.115	48	0.108	48	0.122	6	0.103	0.105	N	0.45	SignalP-noTM	N
Beaba1|2584	0.142	19	0.152	19	0.199	6	0.161	0.157	N	0.45	SignalP-noTM	N
Beaba1|2585	0.111	57	0.137	11	0.22	1	0.139	0.138	N	0.45	SignalP-noTM	N
Beaba1|2586	0.349	22	0.568	19	0.987	12	0.953	0.776	Y	0.45	SignalP-noTM	N
Beaba1|2587	0.188	17	0.145	17	0.152	14	0.114	0.128	N	0.45	SignalP-noTM	N
Beaba1|2588	0.108	31	0.111	11	0.119	9	0.113	0.112	N	0.45	SignalP-noTM	N
Beaba1|2589	0.138	26	0.12	26	0.142	1	0.108	0.114	N	0.45	SignalP-noTM	N
Beaba1|259	0.246	44	0.182	44	0.227	43	0.128	0.153	N	0.45	SignalP-noTM	N
Beaba1|2590	0.154	30	0.14	30	0.192	7	0.138	0.139	N	0.45	SignalP-noTM	N
Beaba1|2591	0.111	35	0.112	35	0.128	19	0.109	0.111	N	0.45	SignalP-noTM	N
Beaba1|2592	0.201	18	0.394	18	0.846	1	0.752	0.588	Y	0.45	SignalP-noTM	N
Beaba1|2593	0.111	43	0.105	69	0.113	13	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|2594	0.141	21	0.119	70	0.169	4	0.112	0.116	N	0.5	SignalP-TM	N
Beaba1|2595	0.116	22	0.11	12	0.122	1	0.107	0.108	N	0.45	SignalP-noTM	N
Beaba1|2596	0.339	18	0.501	18	0.89	1	0.695	0.606	Y	0.45	SignalP-noTM	N
Beaba1|2597	0.114	24	0.112	24	0.145	5	0.111	0.111	N	0.45	SignalP-noTM	N
Beaba1|2598	0.157	35	0.127	35	0.144	46	0.102	0.114	N	0.45	SignalP-noTM	N
Beaba1|2599	0.126	49	0.11	49	0.12	2	0.099	0.104	N	0.45	SignalP-noTM	N
Beaba1|26	0.129	19	0.15	11	0.272	6	0.215	0.176	N	0.5	SignalP-TM	N
Beaba1|260	0.111	60	0.108	19	0.152	4	0.105	0.106	N	0.45	SignalP-noTM	N
Beaba1|2600	0.128	54	0.112	70	0.146	60	0.094	0.104	N	0.5	SignalP-TM	N
Beaba1|2601	0.131	53	0.122	26	0.15	6	0.123	0.123	N	0.45	SignalP-noTM	N
Beaba1|2602	0.406	17	0.58	17	0.89	2	0.821	0.71	Y	0.45	SignalP-noTM	Y
Beaba1|2603	0.137	41	0.119	41	0.135	40	0.1	0.109	N	0.45	SignalP-noTM	N
Beaba1|2604	0.109	60	0.105	28	0.117	22	0.1	0.102	N	0.45	SignalP-noTM	N
Beaba1|2605	0.157	19	0.18	19	0.468	12	0.215	0.199	N	0.45	SignalP-noTM	N
Beaba1|2606	0.127	55	0.146	11	0.283	1	0.178	0.159	N	0.5	SignalP-TM	N
Beaba1|2607	0.161	32	0.138	32	0.253	4	0.139	0.138	N	0.45	SignalP-noTM	N
Beaba1|2608	0.53	19	0.705	19	0.974	13	0.936	0.83	Y	0.45	SignalP-noTM	Y
Beaba1|2609	0.126	35	0.113	60	0.137	44	0.105	0.108	N	0.45	SignalP-noTM	N
Beaba1|261	0.111	48	0.106	20	0.117	10	0.102	0.104	N	0.45	SignalP-noTM	N
Beaba1|2610	0.112	25	0.117	15	0.15	3	0.121	0.119	N	0.45	SignalP-noTM	N
Beaba1|2611	0.142	58	0.12	58	0.121	32	0.104	0.112	N	0.45	SignalP-noTM	N
Beaba1|2612	0.108	50	0.106	56	0.116	43	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|2613	0.385	18	0.581	18	0.929	1	0.862	0.732	Y	0.45	SignalP-noTM	N
Beaba1|2614	0.535	24	0.7	24	0.961	16	0.916	0.817	Y	0.45	SignalP-noTM	Y
Beaba1|2615	0.119	18	0.106	18	0.116	13	0.094	0.1	N	0.45	SignalP-noTM	N
Beaba1|2616	0.111	25	0.171	12	0.37	1	0.187	0.18	N	0.45	SignalP-noTM	N
Beaba1|2617	0.11	61	0.107	46	0.117	26	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|2618	0.127	24	0.121	24	0.142	6	0.114	0.117	N	0.45	SignalP-noTM	N
Beaba1|2619	0.303	34	0.201	34	0.344	33	0.123	0.17	N	0.5	SignalP-TM	N
Beaba1|262	0.109	70	0.106	49	0.117	38	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|2620	0.168	30	0.236	12	0.635	1	0.376	0.312	N	0.45	SignalP-noTM	N
Beaba1|2621	0.112	23	0.114	14	0.133	1	0.114	0.114	N	0.45	SignalP-noTM	N
Beaba1|2622	0.173	25	0.16	11	0.3	1	0.177	0.169	N	0.45	SignalP-noTM	N
Beaba1|2623	0.114	16	0.113	16	0.143	15	0.108	0.11	N	0.45	SignalP-noTM	N
Beaba1|2624	0.199	43	0.155	43	0.312	8	0.147	0.151	N	0.45	SignalP-noTM	N
Beaba1|2625	0.126	34	0.113	34	0.212	40	0.104	0.108	N	0.45	SignalP-noTM	N
Beaba1|2626	0.186	32	0.158	32	0.219	31	0.133	0.145	N	0.45	SignalP-noTM	N
Beaba1|2627	0.111	34	0.108	44	0.127	36	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|2628	0.112	67	0.11	25	0.131	14	0.111	0.111	N	0.45	SignalP-noTM	N
Beaba1|2629	0.385	23	0.562	23	0.908	6	0.819	0.701	Y	0.45	SignalP-noTM	N
Beaba1|263	0.15	19	0.138	19	0.211	14	0.131	0.134	N	0.45	SignalP-noTM	N
Beaba1|2630	0.108	26	0.106	12	0.123	3	0.106	0.106	N	0.45	SignalP-noTM	N
Beaba1|2631	0.255	21	0.473	21	0.96	14	0.881	0.693	Y	0.45	SignalP-noTM	Y
Beaba1|2632	0.236	32	0.221	25	0.417	17	0.326	0.263	N	0.5	SignalP-TM	N
Beaba1|2633	0.129	46	0.164	12	0.301	6	0.253	0.199	N	0.5	SignalP-TM	N
Beaba1|2634	0.145	27	0.138	27	0.249	24	0.132	0.135	N	0.45	SignalP-noTM	N
Beaba1|2635	0.115	41	0.11	41	0.135	50	0.102	0.106	N	0.45	SignalP-noTM	N
Beaba1|2636	0.112	63	0.107	63	0.117	25	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|2637	0.111	18	0.112	18	0.124	1	0.109	0.11	N	0.45	SignalP-noTM	N
Beaba1|2638	0.121	23	0.201	23	0.484	10	0.334	0.273	N	0.45	SignalP-noTM	N
Beaba1|2639	0.185	39	0.165	39	0.276	4	0.157	0.161	N	0.45	SignalP-noTM	N
Beaba1|264	0.118	41	0.118	24	0.196	7	0.122	0.12	N	0.45	SignalP-noTM	N
Beaba1|2640	0.112	14	0.112	30	0.124	19	0.097	0.106	N	0.5	SignalP-TM	N
Beaba1|2641	0.11	70	0.108	28	0.12	14	0.106	0.107	N	0.45	SignalP-noTM	N
Beaba1|2642	0.114	43	0.111	11	0.121	31	0.109	0.11	N	0.45	SignalP-noTM	N
Beaba1|2643	0.12	27	0.113	27	0.127	24	0.108	0.11	N	0.45	SignalP-noTM	N
Beaba1|2644	0.11	22	0.108	49	0.119	30	0.098	0.103	N	0.45	SignalP-noTM	N
Beaba1|2645	0.11	49	0.106	14	0.122	11	0.106	0.106	N	0.45	SignalP-noTM	N
Beaba1|2646	0.12	42	0.114	45	0.204	41	0.102	0.107	N	0.45	SignalP-noTM	N
Beaba1|2647	0.119	61	0.108	61	0.116	1	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|2648	0.11	53	0.104	41	0.117	22	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|2649	0.113	59	0.106	13	0.117	27	0.092	0.099	N	0.45	SignalP-noTM	N
Beaba1|265	0.11	70	0.106	49	0.125	12	0.103	0.105	N	0.45	SignalP-noTM	N
Beaba1|2650	0.164	23	0.128	23	0.114	22	0.101	0.113	N	0.45	SignalP-noTM	N
Beaba1|2651	0.871	24	0.91	24	0.983	15	0.949	0.931	Y	0.45	SignalP-noTM	N
Beaba1|2652	0.65	21	0.753	21	0.93	14	0.876	0.819	Y	0.45	SignalP-noTM	N
Beaba1|2653	0.125	18	0.113	53	0.2	50	0.102	0.107	N	0.45	SignalP-noTM	N
Beaba1|2654	0.2	16	0.159	16	0.147	13	0.124	0.14	N	0.45	SignalP-noTM	N
Beaba1|2655	0.12	25	0.108	25	0.106	55	0.097	0.102	N	0.45	SignalP-noTM	N
Beaba1|2656	0.475	23	0.617	23	0.925	14	0.803	0.718	Y	0.45	SignalP-noTM	N
Beaba1|2657	0.128	39	0.144	22	0.225	17	0.184	0.16	N	0.5	SignalP-TM	N
Beaba1|2658	0.117	23	0.133	61	0.225	55	0.113	0.125	N	0.5	SignalP-TM	N
Beaba1|2659	0.108	49	0.106	49	0.119	29	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|266	0.141	53	0.124	53	0.157	39	0.106	0.114	N	0.45	SignalP-noTM	N
Beaba1|2660	0.134	19	0.117	19	0.123	4	0.099	0.107	N	0.45	SignalP-noTM	N
Beaba1|2661	0.125	30	0.114	30	0.124	1	0.105	0.109	N	0.45	SignalP-noTM	N
Beaba1|2662	0.113	36	0.111	36	0.149	30	0.11	0.11	N	0.45	SignalP-noTM	N
Beaba1|2663	0.334	31	0.209	31	0.205	27	0.13	0.166	N	0.45	SignalP-noTM	N
Beaba1|2664	0.11	26	0.127	11	0.182	1	0.128	0.128	N	0.45	SignalP-noTM	N
Beaba1|2665	0.115	41	0.144	41	0.232	20	0.162	0.154	N	0.45	SignalP-noTM	N
Beaba1|2666	0.108	30	0.104	30	0.111	33	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|2667	0.112	42	0.108	42	0.12	41	0.096	0.101	N	0.45	SignalP-noTM	N
Beaba1|2668	0.147	33	0.171	33	0.404	4	0.224	0.199	N	0.45	SignalP-noTM	N
Beaba1|2669	0.479	20	0.673	20	0.983	2	0.941	0.818	Y	0.45	SignalP-noTM	Y
Beaba1|267	0.417	20	0.619	20	0.954	3	0.917	0.78	Y	0.45	SignalP-noTM	N
Beaba1|2670	0.644	19	0.616	19	0.808	18	0.542	0.576	Y	0.45	SignalP-noTM	N
Beaba1|2671	0.111	29	0.115	11	0.141	1	0.113	0.114	N	0.45	SignalP-noTM	N
Beaba1|2672	0.111	48	0.108	48	0.118	42	0.103	0.105	N	0.45	SignalP-noTM	N
Beaba1|2673	0.108	46	0.106	46	0.113	2	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|2674	0.159	24	0.205	24	0.443	10	0.268	0.231	N	0.5	SignalP-TM	N
Beaba1|2675	0.106	67	0.118	11	0.153	2	0.116	0.117	N	0.45	SignalP-noTM	N
Beaba1|2676	0.111	52	0.108	35	0.123	21	0.1	0.105	N	0.5	SignalP-TM	N
Beaba1|2677	0.11	35	0.109	35	0.117	28	0.106	0.107	N	0.45	SignalP-noTM	N
Beaba1|2678	0.109	46	0.123	12	0.198	3	0.14	0.132	N	0.45	SignalP-noTM	N
Beaba1|2679	0.719	24	0.63	24	0.776	8	0.589	0.613	Y	0.5	SignalP-TM	N
Beaba1|268	0.208	48	0.106	60	0.152	46	0.063	0.089	N	0.5	SignalP-TM	N
Beaba1|2680	0.108	60	0.111	11	0.13	1	0.105	0.108	N	0.45	SignalP-noTM	N
Beaba1|2681	0.114	27	0.103	47	0.111	26	0.093	0.098	N	0.45	SignalP-noTM	N
Beaba1|2682	0.112	66	0.131	11	0.237	2	0.146	0.139	N	0.45	SignalP-noTM	N
Beaba1|2683	0.234	25	0.157	25	0.142	42	0.105	0.129	N	0.45	SignalP-noTM	N
Beaba1|2684	0.107	61	0.108	14	0.152	12	0.115	0.112	N	0.45	SignalP-noTM	N
Beaba1|2685	0.13	12	0.127	42	0.179	40	0.121	0.125	N	0.5	SignalP-TM	N
Beaba1|2686	0.112	62	0.109	12	0.121	1	0.105	0.107	N	0.45	SignalP-noTM	N
Beaba1|2687	0.162	41	0.17	11	0.391	1	0.248	0.201	N	0.5	SignalP-TM	N
Beaba1|2688	0.194	39	0.141	39	0.156	5	0.112	0.125	N	0.45	SignalP-noTM	N
Beaba1|2689	0.112	32	0.108	67	0.123	47	0.097	0.102	N	0.45	SignalP-noTM	N
Beaba1|269	0.115	20	0.11	20	0.15	12	0.106	0.108	N	0.45	SignalP-noTM	N
Beaba1|2690	0.126	25	0.228	11	0.582	1	0.485	0.331	N	0.5	SignalP-TM	N
Beaba1|2691	0.131	34	0.118	34	0.145	12	0.105	0.111	N	0.45	SignalP-noTM	N
Beaba1|2692	0.139	48	0.131	48	0.168	1	0.113	0.121	N	0.45	SignalP-noTM	N
Beaba1|2693	0.11	41	0.108	68	0.123	4	0.103	0.105	N	0.45	SignalP-noTM	N
Beaba1|2694	0.11	68	0.106	12	0.121	43	0.106	0.106	N	0.45	SignalP-noTM	N
Beaba1|2695	0.157	19	0.144	19	0.154	12	0.13	0.137	N	0.45	SignalP-noTM	N
Beaba1|2696	0.115	16	0.107	55	0.118	51	0.102	0.104	N	0.45	SignalP-noTM	N
Beaba1|2697	0.114	32	0.105	69	0.104	68	0.094	0.099	N	0.45	SignalP-noTM	N
Beaba1|2698	0.27	23	0.225	18	0.317	1	0.215	0.221	N	0.5	SignalP-TM	N
Beaba1|2699	0.188	17	0.169	17	0.235	13	0.151	0.162	N	0.5	SignalP-TM	N
Beaba1|27	0.213	45	0.169	45	0.269	33	0.162	0.165	N	0.45	SignalP-noTM	N
Beaba1|270	0.358	32	0.361	32	0.594	13	0.367	0.364	N	0.45	SignalP-noTM	N
Beaba1|2700	0.734	26	0.557	26	0.65	3	0.44	0.494	Y	0.45	SignalP-noTM	N
Beaba1|2701	0.211	18	0.227	18	0.481	17	0.253	0.241	N	0.45	SignalP-noTM	N
Beaba1|2702	0.203	21	0.262	17	0.446	16	0.374	0.307	N	0.5	SignalP-TM	N
Beaba1|2703	0.107	66	0.106	13	0.12	9	0.108	0.107	N	0.45	SignalP-noTM	N
Beaba1|2704	0.112	45	0.106	67	0.113	43	0.099	0.102	N	0.45	SignalP-noTM	N
Beaba1|2705	0.186	57	0.165	57	0.265	54	0.118	0.146	N	0.5	SignalP-TM	N
Beaba1|2706	0.189	41	0.183	41	0.268	39	0.131	0.162	N	0.5	SignalP-TM	N
Beaba1|2707	0.835	18	0.902	18	0.992	10	0.971	0.939	Y	0.45	SignalP-noTM	Y
Beaba1|2708	0.114	43	0.108	43	0.122	8	0.102	0.105	N	0.45	SignalP-noTM	N
Beaba1|2709	0.138	37	0.119	37	0.135	36	0.102	0.11	N	0.45	SignalP-noTM	N
Beaba1|271	0.175	24	0.136	24	0.133	43	0.107	0.12	N	0.45	SignalP-noTM	N
Beaba1|2710	0.111	22	0.106	38	0.117	28	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|2711	0.542	21	0.703	21	0.952	12	0.909	0.814	Y	0.45	SignalP-noTM	N
Beaba1|2712	0.163	28	0.183	28	0.333	16	0.206	0.196	N	0.45	SignalP-noTM	N
Beaba1|2713	0.114	67	0.11	67	0.12	42	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|2714	0.268	17	0.294	17	0.457	1	0.271	0.281	N	0.45	SignalP-noTM	N
Beaba1|2715	0.173	36	0.261	25	0.64	4	0.453	0.365	N	0.45	SignalP-noTM	N
Beaba1|2716	0.136	25	0.171	11	0.357	2	0.218	0.196	N	0.45	SignalP-noTM	N
Beaba1|2717	0.301	21	0.46	21	0.832	5	0.693	0.586	Y	0.45	SignalP-noTM	N
Beaba1|2718	0.111	26	0.109	37	0.132	21	0.105	0.107	N	0.45	SignalP-noTM	N
Beaba1|2719	0.152	19	0.26	19	0.635	1	0.464	0.342	N	0.5	SignalP-TM	N
Beaba1|272	0.219	29	0.2	29	0.316	7	0.203	0.201	N	0.5	SignalP-TM	N
Beaba1|2720	0.198	54	0.117	54	0.124	13	0.086	0.104	N	0.5	SignalP-TM	N
Beaba1|2721	0.172	32	0.207	32	0.587	29	0.248	0.23	N	0.45	SignalP-noTM	N
Beaba1|2722	0.117	49	0.11	35	0.139	17	0.107	0.108	N	0.45	SignalP-noTM	N
Beaba1|2723	0.129	22	0.114	22	0.143	22	0.101	0.107	N	0.45	SignalP-noTM	N
Beaba1|2724	0.154	40	0.146	12	0.29	11	0.17	0.155	N	0.5	SignalP-TM	N
Beaba1|2725	0.117	37	0.111	37	0.135	35	0.109	0.11	N	0.45	SignalP-noTM	N
Beaba1|2726	0.117	21	0.12	11	0.162	1	0.125	0.122	N	0.5	SignalP-TM	N
Beaba1|2727	0.747	20	0.816	20	0.927	11	0.894	0.858	Y	0.45	SignalP-noTM	N
Beaba1|2728	0.329	30	0.281	30	0.683	1	0.289	0.285	N	0.45	SignalP-noTM	N
Beaba1|2729	0.233	34	0.159	34	0.153	38	0.115	0.135	N	0.45	SignalP-noTM	N
Beaba1|273	0.109	58	0.107	12	0.117	28	0.106	0.107	N	0.45	SignalP-noTM	N
Beaba1|2730	0.108	52	0.104	67	0.111	7	0.097	0.1	N	0.45	SignalP-noTM	N
Beaba1|2731	0.107	65	0.114	61	0.159	58	0.106	0.111	N	0.5	SignalP-TM	N
Beaba1|2732	0.111	58	0.106	67	0.111	65	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|2733	0.11	39	0.118	11	0.156	1	0.118	0.118	N	0.45	SignalP-noTM	N
Beaba1|2734	0.151	28	0.188	17	0.358	5	0.295	0.246	N	0.45	SignalP-noTM	N
Beaba1|2735	0.142	54	0.16	11	0.276	1	0.217	0.19	N	0.45	SignalP-noTM	N
Beaba1|2736	0.37	17	0.56	17	0.886	8	0.844	0.714	Y	0.45	SignalP-noTM	Y
Beaba1|2737	0.127	21	0.118	21	0.122	12	0.11	0.114	N	0.45	SignalP-noTM	N
Beaba1|2738	0.11	51	0.108	31	0.155	13	0.106	0.107	N	0.45	SignalP-noTM	N
Beaba1|2739	0.262	18	0.411	18	0.756	8	0.672	0.552	Y	0.45	SignalP-noTM	Y
Beaba1|274	0.136	42	0.139	11	0.264	2	0.159	0.15	N	0.45	SignalP-noTM	N
Beaba1|2740	0.114	39	0.105	11	0.13	5	0.109	0.107	N	0.45	SignalP-noTM	N
Beaba1|2741	0.111	30	0.106	11	0.121	7	0.108	0.107	N	0.45	SignalP-noTM	N
Beaba1|2742	0.45	22	0.234	22	0.578	3	0.237	0.235	N	0.5	SignalP-TM	N
Beaba1|2743	0.119	36	0.113	19	0.131	35	0.117	0.115	N	0.45	SignalP-noTM	N
Beaba1|2744	0.173	47	0.129	47	0.123	3	0.095	0.111	N	0.45	SignalP-noTM	N
Beaba1|2745	0.11	68	0.106	66	0.117	22	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|2746	0.115	20	0.13	13	0.192	8	0.157	0.145	N	0.45	SignalP-noTM	N
Beaba1|2747	0.317	24	0.302	24	0.626	3	0.372	0.33	N	0.5	SignalP-TM	N
Beaba1|2748	0.132	39	0.145	39	0.293	37	0.154	0.15	N	0.45	SignalP-noTM	N
Beaba1|2749	0.111	31	0.126	39	0.185	28	0.123	0.125	N	0.5	SignalP-TM	N
Beaba1|275	0.138	38	0.116	38	0.134	3	0.104	0.109	N	0.45	SignalP-noTM	N
Beaba1|2750	0.185	31	0.23	31	0.334	20	0.259	0.242	N	0.5	SignalP-TM	N
Beaba1|2751	0.116	22	0.127	22	0.178	2	0.142	0.133	N	0.5	SignalP-TM	N
Beaba1|2752	0.874	24	0.893	24	0.946	6	0.912	0.903	Y	0.45	SignalP-noTM	N
Beaba1|2753	0.277	20	0.365	20	0.586	16	0.478	0.426	N	0.45	SignalP-noTM	N
Beaba1|2754	0.161	40	0.166	40	0.248	35	0.163	0.165	N	0.45	SignalP-noTM	N
Beaba1|2755	0.109	31	0.108	55	0.125	42	0.102	0.105	N	0.45	SignalP-noTM	N
Beaba1|2756	0.139	22	0.125	22	0.141	1	0.111	0.117	N	0.45	SignalP-noTM	N
Beaba1|2757	0.112	32	0.136	11	0.236	9	0.197	0.169	N	0.45	SignalP-noTM	N
Beaba1|2758	0.11	33	0.106	68	0.115	3	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|2759	0.115	44	0.164	22	0.33	18	0.233	0.191	N	0.5	SignalP-TM	N
Beaba1|276	0.109	54	0.119	12	0.157	1	0.111	0.115	N	0.45	SignalP-noTM	N
Beaba1|2760	0.131	14	0.117	14	0.121	27	0.103	0.109	N	0.45	SignalP-noTM	N
Beaba1|2761	0.155	63	0.156	63	0.22	48	0.115	0.14	N	0.5	SignalP-TM	N
Beaba1|2762	0.133	39	0.2	25	0.529	11	0.332	0.271	N	0.45	SignalP-noTM	N
Beaba1|2763	0.2	19	0.258	19	0.545	15	0.317	0.29	N	0.45	SignalP-noTM	N
Beaba1|2764	0.11	61	0.114	11	0.13	1	0.113	0.114	N	0.45	SignalP-noTM	N
Beaba1|2765	0.109	23	0.135	11	0.19	1	0.15	0.143	N	0.45	SignalP-noTM	N
Beaba1|2766	0.123	19	0.107	19	0.119	3	0.093	0.099	N	0.45	SignalP-noTM	N
Beaba1|2767	0.108	9	0.109	13	0.124	20	0.104	0.106	N	0.45	SignalP-noTM	N
Beaba1|2768	0.111	64	0.11	16	0.131	2	0.112	0.111	N	0.45	SignalP-noTM	N
Beaba1|2769	0.107	66	0.123	12	0.164	1	0.132	0.128	N	0.45	SignalP-noTM	N
Beaba1|277	0.124	40	0.11	40	0.117	46	0.098	0.103	N	0.45	SignalP-noTM	N
Beaba1|2770	0.13	62	0.125	62	0.196	2	0.116	0.121	N	0.5	SignalP-TM	N
Beaba1|2771	0.143	31	0.133	13	0.179	1	0.118	0.125	N	0.45	SignalP-noTM	N
Beaba1|2772	0.795	18	0.867	18	0.968	2	0.943	0.908	Y	0.45	SignalP-noTM	Y
Beaba1|2773	0.108	39	0.106	39	0.118	23	0.096	0.101	N	0.45	SignalP-noTM	N
Beaba1|2774	0.107	63	0.113	11	0.134	1	0.112	0.112	N	0.45	SignalP-noTM	N
Beaba1|2775	0.163	54	0.127	54	0.151	6	0.104	0.115	N	0.45	SignalP-noTM	N
Beaba1|2776	0.152	45	0.151	36	0.246	24	0.159	0.154	N	0.5	SignalP-TM	N
Beaba1|2777	0.117	16	0.113	16	0.151	35	0.108	0.11	N	0.45	SignalP-noTM	N
Beaba1|2778	0.197	54	0.142	54	0.136	22	0.111	0.125	N	0.45	SignalP-noTM	N
Beaba1|2779	0.109	25	0.115	56	0.142	49	0.105	0.11	N	0.45	SignalP-noTM	N
Beaba1|278	0.168	31	0.209	31	0.434	29	0.247	0.224	N	0.5	SignalP-TM	N
Beaba1|2780	0.357	19	0.495	19	0.805	3	0.675	0.592	Y	0.45	SignalP-noTM	Y
Beaba1|2781	0.534	23	0.688	23	0.923	20	0.888	0.796	Y	0.45	SignalP-noTM	N
Beaba1|2782	0.108	25	0.122	11	0.163	1	0.118	0.12	N	0.45	SignalP-noTM	N
Beaba1|2783	0.115	61	0.118	23	0.165	6	0.128	0.124	N	0.45	SignalP-noTM	N
Beaba1|2784	0.113	45	0.135	45	0.368	42	0.129	0.132	N	0.45	SignalP-noTM	N
Beaba1|2785	0.12	40	0.161	40	0.303	44	0.176	0.169	N	0.45	SignalP-noTM	N
Beaba1|2786	0.109	43	0.108	11	0.133	2	0.11	0.109	N	0.45	SignalP-noTM	N
Beaba1|2787	0.131	18	0.109	18	0.146	3	0.094	0.101	N	0.45	SignalP-noTM	N
Beaba1|2788	0.134	18	0.138	18	0.204	16	0.142	0.14	N	0.45	SignalP-noTM	N
Beaba1|2789	0.216	20	0.227	20	0.333	5	0.234	0.231	N	0.45	SignalP-noTM	N
Beaba1|279	0.125	37	0.125	11	0.191	1	0.107	0.116	N	0.45	SignalP-noTM	N
Beaba1|2790	0.109	58	0.121	11	0.186	2	0.133	0.126	N	0.5	SignalP-TM	N
Beaba1|2791	0.113	39	0.126	68	0.19	66	0.098	0.115	N	0.5	SignalP-TM	N
Beaba1|2792	0.109	51	0.106	51	0.11	61	0.096	0.101	N	0.45	SignalP-noTM	N
Beaba1|2793	0.794	17	0.794	17	0.874	14	0.798	0.795	Y	0.5	SignalP-TM	N
Beaba1|2794	0.115	34	0.103	64	0.107	64	0.093	0.098	N	0.45	SignalP-noTM	N
Beaba1|2795	0.134	46	0.114	46	0.112	22	0.095	0.104	N	0.45	SignalP-noTM	N
Beaba1|2796	0.223	25	0.281	25	0.584	20	0.355	0.321	N	0.45	SignalP-noTM	N
Beaba1|2797	0.126	26	0.116	18	0.141	17	0.11	0.113	N	0.45	SignalP-noTM	N
Beaba1|2798	0.152	33	0.125	33	0.139	13	0.102	0.113	N	0.45	SignalP-noTM	N
Beaba1|2799	0.112	59	0.107	59	0.138	4	0.102	0.104	N	0.45	SignalP-noTM	N
Beaba1|28	0.108	34	0.111	34	0.163	44	0.111	0.111	N	0.45	SignalP-noTM	N
Beaba1|280	0.118	22	0.106	31	0.119	54	0.096	0.101	N	0.45	SignalP-noTM	N
