"start","end","attributes_robin","attributes_ncbi"
7249,9339,"Ophcf2|00001","GQ602_000001"
357141,359005,"Ophcf2|01747","GQ602_001747"
359255,361378,"Ophcf2|01748","GQ602_001748"
361877,366113,"Ophcf2|01749","GQ602_001749"
367976,368915,"Ophcf2|01750","GQ602_001750"
369139,369755,"Ophcf2|01751","GQ602_001751"
370178,371204,"Ophcf2|01752","GQ602_001752"
374163,375977,"Ophcf2|01753","GQ602_001753"
376890,378409,"Ophcf2|01754","GQ602_001754"
379234,380692,"Ophcf2|01755","GQ602_001755"
381287,382081,"Ophcf2|01756","GQ602_001756"
382378,383297,"Ophcf2|01757","GQ602_001757"
384612,386075,"Ophcf2|01758","GQ602_001758"
386387,387872,"Ophcf2|01759","GQ602_001759"
388649,389737,"Ophcf2|01760","GQ602_001760"
389754,391366,"Ophcf2|01761","GQ602_001761"
393632,394255,"Ophcf2|01762","GQ602_001762"
394620,395685,"Ophcf2|01763","GQ602_001763"
395914,396415,"Ophcf2|01764","GQ602_001764"
396956,397671,"Ophcf2|01765","GQ602_001765"
398217,400139,"Ophcf2|01766","GQ602_001766"
400479,402202,"Ophcf2|01767","GQ602_001767"
402645,404291,"Ophcf2|01768","GQ602_001768"
404938,408149,"Ophcf2|01769","GQ602_001769"
408693,409569,"Ophcf2|01770","GQ602_001770"
409908,413835,"Ophcf2|01771","GQ602_001771"
414688,419267,"Ophcf2|01772","GQ602_001772"
419575,421164,"Ophcf2|01773","GQ602_001773"
422345,425920,"Ophcf2|01774","GQ602_001774"
427951,431297,"Ophcf2|01775","GQ602_001775"
432405,432923,"Ophcf2|01776","GQ602_001776"
433110,433623,"Ophcf2|01777","GQ602_001777"
435203,437250,"Ophcf2|01778","GQ602_001778"
437471,438219,"Ophcf2|01779","GQ602_001779"
439152,439888,"Ophcf2|01780","GQ602_001780"
440178,442055,"Ophcf2|01781","GQ602_001781"
443739,451062,"Ophcf2|01782","GQ602_001782"
452064,453837,"Ophcf2|01783","GQ602_001783"
454934,456165,"Ophcf2|01784","GQ602_001784"
456650,458042,"Ophcf2|01785","GQ602_001785"
458570,460667,"Ophcf2|01786","GQ602_001786"
460844,461817,"Ophcf2|01787","GQ602_001787"
488248,491673,"Ophcf2|01788","GQ602_001788"
492216,493025,"Ophcf2|01789","GQ602_001789"
493481,493929,"Ophcf2|01790","GQ602_001790"
522560,523648,"Ophcf2|01791","GQ602_001791"
523765,524283,"Ophcf2|01792","GQ602_001792"
524612,526957,"Ophcf2|01793","GQ602_001793"
527946,529232,"Ophcf2|01794","GQ602_001794"
587091,589725,"Ophcf2|01795","GQ602_001795"
638628,639287,"Ophcf2|01796","GQ602_001796"
653911,654408,"Ophcf2|01797","GQ602_001797"
654659,655512,"Ophcf2|01798","GQ602_001798"
709238,709934,"Ophcf2|01799","GQ602_001799"
710454,713025,"Ophcf2|01800","GQ602_001800"
713216,714496,"Ophcf2|01801","GQ602_001801"
732880,734246,"Ophcf2|01802","GQ602_001802"
880444,880873,"Ophcf2|01803","GQ602_001803"
908537,910373,"Ophcf2|01804","GQ602_001804"
1005434,1006859,"Ophcf2|01805","GQ602_001805"
1006987,1009849,"Ophcf2|01806","GQ602_001806"
1038538,1041379,"Ophcf2|01807","GQ602_001807"
1139099,1139935,"Ophcf2|01808","GQ602_001808"
1140087,1141152,"Ophcf2|01809","GQ602_001809"
1181576,1183996,"Ophcf2|01810","GQ602_001810"
1184096,1185795,"Ophcf2|01811","GQ602_001811"
1204887,1205761,"Ophcf2|01812","GQ602_001812"
1290358,1291347,"Ophcf2|01813","GQ602_001813"
1292165,1296034,"Ophcf2|01814","GQ602_001814"
1370815,1372445,"Ophcf2|01815","GQ602_001815"
1425629,1426156,"Ophcf2|01816","GQ602_001816"
1428125,1428899,"Ophcf2|01817","GQ602_001817"
1476589,1477599,"Ophcf2|01818","GQ602_001818"
1478104,1479656,"Ophcf2|01819","GQ602_001819"
1489344,1492009,"Ophcf2|01820","GQ602_001820"
1526970,1528124,"Ophcf2|01821","GQ602_001821"
1665604,1668533,"Ophcf2|01822","GQ602_001822"
1668955,1670784,"Ophcf2|01823","GQ602_001823"
1764957,1769308,"Ophcf2|01824","GQ602_001824"
1791973,1793406,"Ophcf2|01825","GQ602_001825"
1793672,1794956,"Ophcf2|01826","GQ602_001826"
1795581,1798270,"Ophcf2|01827","GQ602_001827"
1798546,1800606,"Ophcf2|01828","GQ602_001828"
1801679,1802308,"Ophcf2|01829","GQ602_001829"
1842658,1843653,"Ophcf2|01830","GQ602_001830"
1843975,1845549,"Ophcf2|01831","GQ602_001831"
1846029,1848004,"Ophcf2|01832","GQ602_001832"
1848572,1849879,"Ophcf2|01833","GQ602_001833"
1850675,1852589,"Ophcf2|01834","GQ602_001834"
1855656,1857437,"Ophcf2|01835","GQ602_001835"
1858387,1861485,"Ophcf2|01836","GQ602_001836"
1863180,1864103,"Ophcf2|01837","GQ602_001837"
1865295,1865784,"Ophcf2|01838","GQ602_001838"
1866313,1867977,"Ophcf2|01839","GQ602_001839"
1870651,1874394,"Ophcf2|01840","GQ602_001840"
1881253,1883895,"Ophcf2|01841","GQ602_001841"
1884110,1885042,"Ophcf2|01842","GQ602_001842"
1885402,1885886,"Ophcf2|01843","GQ602_001843"
1887187,1889822,"Ophcf2|01844","GQ602_001844"
1890628,1891441,"Ophcf2|01845","GQ602_001845"
1891713,1893591,"Ophcf2|01846","GQ602_001846"
1895018,1896276,"Ophcf2|01847","GQ602_001847"
1896534,1897370,"Ophcf2|01848","GQ602_001848"
1898463,1901135,"Ophcf2|01849","GQ602_001849"
1903292,1905262,"Ophcf2|01850","GQ602_001850"
1911726,1912282,"Ophcf2|01851","GQ602_001851"
1914316,1916136,"Ophcf2|01852","GQ602_001852"
1917924,1920127,"Ophcf2|01853","GQ602_001853"
1921762,1925915,"Ophcf2|01854","GQ602_001854"
1926068,1926838,"Ophcf2|01855","GQ602_001855"
1927820,1928833,"Ophcf2|01856","GQ602_001856"
1930522,1933532,"Ophcf2|01857","GQ602_001857"
1934021,1935350,"Ophcf2|01858","GQ602_001858"
1935713,1936283,"Ophcf2|01859","GQ602_001859"
1936345,1938306,"Ophcf2|01860","GQ602_001860"
1939028,1940865,"Ophcf2|01861","GQ602_001861"
1941523,1943989,"Ophcf2|01862","GQ602_001862"
1944525,1945385,"Ophcf2|01863","GQ602_001863"
1945738,1946519,"Ophcf2|01864","GQ602_001864"
1946835,1949077,"Ophcf2|01865","GQ602_001865"
1949843,1951806,"Ophcf2|01866","GQ602_001866"
1952219,1954830,"Ophcf2|01867","GQ602_001867"
1955552,1956424,"Ophcf2|01868","GQ602_001868"
1957507,1959094,"Ophcf2|01869","GQ602_001869"
1962484,1964973,"Ophcf2|01870","GQ602_001870"
1965012,1965484,"Ophcf2|01871","GQ602_001871"
1965591,1967345,"Ophcf2|01872","GQ602_001872"
1967885,1970466,"Ophcf2|01873","GQ602_001873"
1970476,1971861,"Ophcf2|01874","GQ602_001874"
1974043,1974910,"Ophcf2|01875","GQ602_001875"
1975692,1977752,"Ophcf2|01876","GQ602_001876"
1978542,1980051,"Ophcf2|01877","GQ602_001877"
1980552,1982951,"Ophcf2|01878","GQ602_001878"
1984605,1985096,"Ophcf2|01879","GQ602_001879"
1986154,1987970,"Ophcf2|01880","GQ602_001880"
1988384,1989753,"Ophcf2|01881","GQ602_001881"
1991091,1992191,"Ophcf2|01882","GQ602_001882"
1994092,1994688,"Ophcf2|01883","GQ602_001883"
1994871,1996897,"Ophcf2|01884","GQ602_001884"
1997249,2000060,"Ophcf2|01885","GQ602_001885"
2000385,2003220,"Ophcf2|01886","GQ602_001886"
2003810,2005243,"Ophcf2|01887","GQ602_001887"
2006254,2008497,"Ophcf2|01888","GQ602_001888"
2011008,2012352,"Ophcf2|01889","GQ602_001889"
2013253,2013915,"Ophcf2|01890","GQ602_001890"
2014306,2014853,"Ophcf2|01891","GQ602_001891"
2016069,2018759,"Ophcf2|01892","GQ602_001892"
2019050,2020060,"Ophcf2|01893","GQ602_001893"
2020656,2029026,"Ophcf2|01894","GQ602_001894"
2031186,2032012,"Ophcf2|01895","GQ602_001895"
2032890,2033597,"Ophcf2|01896","GQ602_001896"
2033903,2036172,"Ophcf2|01897","GQ602_001897"
2036525,2038119,"Ophcf2|01898","GQ602_001898"
2042275,2043584,"Ophcf2|01899","GQ602_001899"
2047420,2048883,"Ophcf2|01900","GQ602_001900"
2050500,2053514,"Ophcf2|01901","GQ602_001901"
2054436,2055914,"Ophcf2|01902","GQ602_001902"
2058280,2059735,"Ophcf2|01903","GQ602_001903"
2060609,2061769,"Ophcf2|01904","GQ602_001904"
2061868,2063118,"Ophcf2|01905","GQ602_001905"
2063452,2065254,"Ophcf2|01906","GQ602_001906"
2065803,2066148,"Ophcf2|01907","GQ602_001907"
2068326,2071106,"Ophcf2|01908","GQ602_001908"
2071739,2072846,"Ophcf2|01909","GQ602_001909"
2073193,2074442,"Ophcf2|01910","GQ602_001910"
2075656,2078405,"Ophcf2|01911","GQ602_001911"
2078863,2081043,"Ophcf2|01912","GQ602_001912"
2083249,2086074,"Ophcf2|01913","GQ602_001913"
2086348,2087136,"Ophcf2|01914","GQ602_001914"
2088107,2090453,"Ophcf2|01915","GQ602_001915"
2092148,2093400,"Ophcf2|01916","GQ602_001916"
2093919,2096752,"Ophcf2|01917","GQ602_001917"
2097095,2097696,"Ophcf2|01918","GQ602_001918"
2097924,2098309,"Ophcf2|01919","GQ602_001919"
2098508,2099100,"Ophcf2|01920","GQ602_001920"
2099439,2099871,"Ophcf2|01921","GQ602_001921"
2101221,2103744,"Ophcf2|01922","GQ602_001922"
2104587,2105069,"Ophcf2|01923","GQ602_001923"
2105133,2105790,"Ophcf2|01924","GQ602_001924"
2106342,2107632,"Ophcf2|01925","GQ602_001925"
2109524,2110501,"Ophcf2|01926","GQ602_001926"
2111502,2114720,"Ophcf2|01927","GQ602_001927"
2115336,2116316,"Ophcf2|01928","GQ602_001928"
2116719,2118304,"Ophcf2|01929","GQ602_001929"
2118648,2119226,"Ophcf2|01930","GQ602_001930"
2120228,2121780,"Ophcf2|01931","GQ602_001931"
2122489,2123679,"Ophcf2|01932","GQ602_001932"
2123708,2124297,"Ophcf2|01933","GQ602_001933"
2124669,2130935,"Ophcf2|01934","GQ602_001934"
2133594,2137121,"Ophcf2|01935","GQ602_001935"
2137686,2139706,"Ophcf2|01936","GQ602_001936"
2140123,2140935,"Ophcf2|01937","GQ602_001937"
2141546,2144234,"Ophcf2|01938","GQ602_001938"
2144600,2146168,"Ophcf2|01939","GQ602_001939"
2147541,2148817,"Ophcf2|01940","GQ602_001940"
2149402,2150385,"Ophcf2|01941","GQ602_001941"
2150498,2151247,"Ophcf2|01942","GQ602_001942"
2152061,2154312,"Ophcf2|01943","GQ602_001943"
2155140,2160071,"Ophcf2|01944","GQ602_001944"
2160900,2161236,"Ophcf2|01945","GQ602_001945"
2161812,2162816,"Ophcf2|01946","GQ602_001946"
2163395,2165272,"Ophcf2|01947","GQ602_001947"
2166019,2169471,"Ophcf2|01948","GQ602_001948"
2170198,2171462,"Ophcf2|01949","GQ602_001949"
2171797,2176996,"Ophcf2|01950","GQ602_001950"
2177345,2186334,"Ophcf2|01951","GQ602_001951"
2186530,2187432,"Ophcf2|01952","GQ602_001952"
2190182,2191187,"Ophcf2|01953","GQ602_001953"
2192078,2194821,"Ophcf2|01954","GQ602_001954"
2195888,2196558,"Ophcf2|01955","GQ602_001955"
2201099,2204374,"Ophcf2|01956","GQ602_001956"
2205741,2207108,"Ophcf2|01957","GQ602_001957"
2208096,2210312,"Ophcf2|01958","GQ602_001958"
2212538,2213997,"Ophcf2|01959","GQ602_001959"
2214443,2216687,"Ophcf2|01960","GQ602_001960"
2217421,2219881,"Ophcf2|01961","GQ602_001961"
2221293,2221924,"Ophcf2|01962","GQ602_001962"
2223266,2224843,"Ophcf2|01963","GQ602_001963"
2232021,2234536,"Ophcf2|01964","GQ602_001964"
2235828,2236679,"Ophcf2|01965","GQ602_001965"
2236907,2239344,"Ophcf2|01966","GQ602_001966"
2240697,2241761,"Ophcf2|01967","GQ602_001967"
2244271,2246106,"Ophcf2|01968","GQ602_001968"
2247791,2248122,"Ophcf2|01969","GQ602_001969"
2248185,2248520,"Ophcf2|01970","GQ602_001970"
2248782,2249929,"Ophcf2|01971","GQ602_001971"
2251365,2252475,"Ophcf2|01972","GQ602_001972"
2252905,2254308,"Ophcf2|01973","GQ602_001973"
2254516,2255501,"Ophcf2|01974","GQ602_001974"
2256006,2258197,"Ophcf2|01975","GQ602_001975"
2258559,2261923,"Ophcf2|01976","GQ602_001976"
2263747,2264680,"Ophcf2|01977","GQ602_001977"
2265185,2266371,"Ophcf2|01978","GQ602_001978"
2266687,2268204,"Ophcf2|01979","GQ602_001979"
2271015,2284584,"Ophcf2|01980","GQ602_001980"
2287838,2290379,"Ophcf2|01981","GQ602_001981"
2291233,2292951,"Ophcf2|01982","GQ602_001982"
2294101,2296109,"Ophcf2|01983","GQ602_001983"
2296557,2296979,"Ophcf2|01984","GQ602_001984"
2297222,2298113,"Ophcf2|01985","GQ602_001985"
2298217,2299022,"Ophcf2|01986","GQ602_001986"
2299567,2301133,"Ophcf2|01987","GQ602_001987"
2301849,2302415,"Ophcf2|01988","GQ602_001988"
2303337,2305413,"Ophcf2|01989","GQ602_001989"
2307639,2310941,"Ophcf2|01990","GQ602_001990"
2311517,2313885,"Ophcf2|01991","GQ602_001991"
2314422,2316511,"Ophcf2|01992","GQ602_001992"
2318365,2320827,"Ophcf2|01993","GQ602_001993"
2322220,2323137,"Ophcf2|01994","GQ602_001994"
2324946,2325783,"Ophcf2|01995","GQ602_001995"
2326609,2328999,"Ophcf2|01996","GQ602_001996"
2329626,2330929,"Ophcf2|01997","GQ602_001997"
2331108,2332516,"Ophcf2|01998","GQ602_001998"
2333044,2334145,"Ophcf2|01999","GQ602_001999"
2334204,2337444,"Ophcf2|02000","GQ602_002000"
2338181,2341800,"Ophcf2|02001","GQ602_002001"
2344217,2345441,"Ophcf2|02002","GQ602_002002"
2347764,2348252,"Ophcf2|02003","GQ602_002003"
2348697,2349471,"Ophcf2|02004","GQ602_002004"
2349730,2350809,"Ophcf2|02005","GQ602_002005"
2352634,2353919,"Ophcf2|02006","GQ602_002006"
2354448,2356919,"Ophcf2|02007","GQ602_002007"
2357351,2357754,"Ophcf2|02008","GQ602_002008"
2358362,2358694,"Ophcf2|02009","GQ602_002009"
2359152,2360652,"Ophcf2|02010","GQ602_002010"
2362177,2365148,"Ophcf2|02011","GQ602_002011"
2366905,2368891,"Ophcf2|02012","GQ602_002012"
2369641,2370595,"Ophcf2|02013","GQ602_002013"
2371131,2372865,"Ophcf2|02014","GQ602_002014"
2373325,2377076,"Ophcf2|02015","GQ602_002015"
2377577,2380162,"Ophcf2|02016","GQ602_002016"
2380844,2382454,"Ophcf2|02017","GQ602_002017"
2383612,2384421,"Ophcf2|02018","GQ602_002018"
2384768,2385375,"Ophcf2|02019","GQ602_002019"
2386674,2388560,"Ophcf2|02020","GQ602_002020"
2390923,2393528,"Ophcf2|02021","GQ602_002021"
2394491,2395686,"Ophcf2|02022","GQ602_002022"
2395961,2398735,"Ophcf2|02023","GQ602_002023"
2399135,2399656,"Ophcf2|02024","GQ602_002024"
2400726,2402216,"Ophcf2|02025","GQ602_002025"
2402851,2404578,"Ophcf2|02026","GQ602_002026"
2404838,2405131,"Ophcf2|02027","GQ602_002027"
2407106,2412105,"Ophcf2|02028","GQ602_002028"
2412392,2413400,"Ophcf2|02029","GQ602_002029"
2413647,2414161,"Ophcf2|02030","GQ602_002030"
2414648,2420807,"Ophcf2|02031","GQ602_002031"
2422534,2424222,"Ophcf2|02032","GQ602_002032"
2424808,2426450,"Ophcf2|02033","GQ602_002033"
2427376,2429905,"Ophcf2|02034","GQ602_002034"
2430705,2431811,"Ophcf2|02035","GQ602_002035"
2432853,2434347,"Ophcf2|02036","GQ602_002036"
2434953,2437990,"Ophcf2|02037","GQ602_002037"
2438517,2443406,"Ophcf2|02038","GQ602_002038"
2445308,2445535,"Ophcf2|02039","GQ602_002039"
2448277,2452661,"Ophcf2|02040","GQ602_002040"
2454510,2456313,"Ophcf2|02041","GQ602_002041"
2456720,2458622,"Ophcf2|02042","GQ602_002042"
2459428,2460381,"Ophcf2|02043","GQ602_002043"
2460640,2461789,"Ophcf2|02044","GQ602_002044"
2462218,2463751,"Ophcf2|02045","GQ602_002045"
2464773,2468456,"Ophcf2|02046","GQ602_002046"
2470657,2471537,"Ophcf2|02047","GQ602_002047"
2472431,2475866,"Ophcf2|02048","GQ602_002048"
2476490,2477386,"Ophcf2|02049","GQ602_002049"
2479030,2479311,"Ophcf2|02050","GQ602_002050"
2479664,2480570,"Ophcf2|02051","GQ602_002051"
2480789,2481587,"Ophcf2|02052","GQ602_002052"
2481697,2482617,"Ophcf2|02053","GQ602_002053"
2483169,2488587,"Ophcf2|02054","GQ602_002054"
2488714,2489088,"Ophcf2|02055","GQ602_002055"
2490213,2491055,"Ophcf2|02056","GQ602_002056"
2493294,2494071,"Ophcf2|02057","GQ602_002057"
2495509,2496842,"Ophcf2|02058","GQ602_002058"
2499452,2502314,"Ophcf2|02059","GQ602_002059"
2503045,2503767,"Ophcf2|02060","GQ602_002060"
2504236,2505693,"Ophcf2|02061","GQ602_002061"
2505839,2507230,"Ophcf2|02062","GQ602_002062"
2508289,2509703,"Ophcf2|02063","GQ602_002063"
2510132,2512162,"Ophcf2|02064","GQ602_002064"
2512658,2513734,"Ophcf2|02065","GQ602_002065"
2513818,2514947,"Ophcf2|02066","GQ602_002066"
2516848,2517463,"Ophcf2|02067","GQ602_002067"
2518509,2519041,"Ophcf2|02068","GQ602_002068"
2529394,2531674,"Ophcf2|02069","GQ602_002069"
2533098,2535181,"Ophcf2|02070","GQ602_002070"
2535553,2536632,"Ophcf2|02071","GQ602_002071"
2537919,2539811,"Ophcf2|02072","GQ602_002072"
2540731,2541667,"Ophcf2|02073","GQ602_002073"
2542797,2543119,"Ophcf2|02074","GQ602_002074"
2543488,2543780,"Ophcf2|02075","GQ602_002075"
2543935,2545935,"Ophcf2|02076","GQ602_002076"
2546031,2547043,"Ophcf2|02077","GQ602_002077"
2547519,2548284,"Ophcf2|02078","GQ602_002078"
2548507,2549531,"Ophcf2|02079","GQ602_002079"
2550721,2551047,"Ophcf2|02080","GQ602_002080"
2552595,2553309,"Ophcf2|02081","GQ602_002081"
2555041,2556942,"Ophcf2|02082","GQ602_002082"
2557390,2558043,"Ophcf2|02083","GQ602_002083"
2558255,2559141,"Ophcf2|02084","GQ602_002084"
2562230,2564932,"Ophcf2|02085","GQ602_002085"
2565508,2566477,"Ophcf2|02086","GQ602_002086"
2566815,2567567,"Ophcf2|02087","GQ602_002087"
2567729,2568523,"Ophcf2|02088","GQ602_002088"
2568771,2573347,"Ophcf2|02089","GQ602_002089"
2576150,2577792,"Ophcf2|02090","GQ602_002090"
2578969,2582119,"Ophcf2|02091","GQ602_002091"
2583037,2583656,"Ophcf2|02092","GQ602_002092"
2584302,2584970,"Ophcf2|02093","GQ602_002093"
2585318,2586154,"Ophcf2|02094","GQ602_002094"
2587992,2589982,"Ophcf2|02095","GQ602_002095"
2591111,2591984,"Ophcf2|02096","GQ602_002096"
2597504,2598396,"Ophcf2|02097","GQ602_002097"
2598920,2600437,"Ophcf2|02098","GQ602_002098"
2601431,2602817,"Ophcf2|02099","GQ602_002099"
2604967,2605776,"Ophcf2|02100","GQ602_002100"
2605992,2606477,"Ophcf2|02101","GQ602_002101"
2607088,2609608,"Ophcf2|02102","GQ602_002102"
2611180,2612916,"Ophcf2|02103","GQ602_002103"
2613305,2614045,"Ophcf2|02104","GQ602_002104"
2615553,2616533,"Ophcf2|02105","GQ602_002105"
2616806,2617275,"Ophcf2|02106","GQ602_002106"
2617762,2618370,"Ophcf2|02107","GQ602_002107"
2620231,2621997,"Ophcf2|02108","GQ602_002108"
2622427,2623102,"Ophcf2|02109","GQ602_002109"
2624476,2626374,"Ophcf2|02110","GQ602_002110"
2626606,2627258,"Ophcf2|02111","GQ602_002111"
2627455,2628696,"Ophcf2|02112","GQ602_002112"
2629960,2631616,"Ophcf2|02113","GQ602_002113"
2631832,2632724,"Ophcf2|02114","GQ602_002114"
2633231,2633586,"Ophcf2|02115","GQ602_002115"
2633747,2635469,"Ophcf2|02116","GQ602_002116"
2635892,2637061,"Ophcf2|02117","GQ602_002117"
2637510,2639438,"Ophcf2|02118","GQ602_002118"
2640600,2641458,"Ophcf2|02119","GQ602_002119"
2645715,2646032,"Ophcf2|02120","GQ602_002120"
2649548,2650057,"Ophcf2|02121","GQ602_002121"
2650304,2650649,"Ophcf2|02122","GQ602_002122"
2651288,2652724,"Ophcf2|02123","GQ602_002123"
2653422,2657888,"Ophcf2|02124","GQ602_002124"
2658584,2659861,"Ophcf2|02125","GQ602_002125"
2661594,2662472,"Ophcf2|02126","GQ602_002126"
2664179,2665877,"Ophcf2|02127","GQ602_002127"
2669507,2670740,"Ophcf2|02128","GQ602_002128"
2671257,2672100,"Ophcf2|02129","GQ602_002129"
2672399,2673282,"Ophcf2|02130","GQ602_002130"
2673444,2675683,"Ophcf2|02131","GQ602_002131"
2675964,2677106,"Ophcf2|02132","GQ602_002132"
2677508,2680201,"Ophcf2|02133","GQ602_002133"
2680244,2681100,"Ophcf2|02134","GQ602_002134"
2681331,2682821,"Ophcf2|02135","GQ602_002135"
2683064,2683705,"Ophcf2|02136","GQ602_002136"
2684240,2686184,"Ophcf2|02137","GQ602_002137"
2686860,2688656,"Ophcf2|02138","GQ602_002138"
2691219,2693286,"Ophcf2|02139","GQ602_002139"
2712476,2712847,"Ophcf2|02140","GQ602_002140"
2716487,2716819,"Ophcf2|02141","GQ602_002141"
2746646,2748063,"Ophcf2|02142","GQ602_002142"
2749171,2750904,"Ophcf2|02143","GQ602_002143"
2752414,2754237,"Ophcf2|02144","GQ602_002144"
2754943,2756289,"Ophcf2|02145","GQ602_002145"
2756861,2758487,"Ophcf2|02146","GQ602_002146"
2759151,2759671,"Ophcf2|02147","GQ602_002147"
2759856,2760791,"Ophcf2|02148","GQ602_002148"
2761057,2763664,"Ophcf2|02149","GQ602_002149"
2765061,2769684,"Ophcf2|02150","GQ602_002150"
2770036,2770693,"Ophcf2|02151","GQ602_002151"
2773299,2774924,"Ophcf2|02152","GQ602_002152"
2775573,2777009,"Ophcf2|02153","GQ602_002153"
2777560,2778920,"Ophcf2|02154","GQ602_002154"
2779650,2780468,"Ophcf2|02155","GQ602_002155"
2780891,2781255,"Ophcf2|02156","GQ602_002156"
2781816,2783824,"Ophcf2|02157","GQ602_002157"
2785429,2787983,"Ophcf2|02158","GQ602_002158"
2789238,2789741,"Ophcf2|02159","GQ602_002159"
2789967,2790728,"Ophcf2|02160","GQ602_002160"
2790755,2791379,"Ophcf2|02161","GQ602_002161"
2795771,2802028,"Ophcf2|02162","GQ602_002162"
2802960,2804332,"Ophcf2|02163","GQ602_002163"
2804882,2805951,"Ophcf2|02164","GQ602_002164"
2806860,2807697,"Ophcf2|02165","GQ602_002165"
2807840,2808643,"Ophcf2|02166","GQ602_002166"
2808735,2809784,"Ophcf2|02167","GQ602_002167"
2810564,2811520,"Ophcf2|02168","GQ602_002168"
2811781,2813381,"Ophcf2|02169","GQ602_002169"
2813758,2817702,"Ophcf2|02170","GQ602_002170"
2819309,2820361,"Ophcf2|02171","GQ602_002171"
2822054,2823988,"Ophcf2|02172","GQ602_002172"
2825952,2827004,"Ophcf2|02173","GQ602_002173"
2827483,2829710,"Ophcf2|02174","GQ602_002174"
2830804,2831910,"Ophcf2|02175","GQ602_002175"
2831995,2833504,"Ophcf2|02176","GQ602_002176"
2834364,2836340,"Ophcf2|02177","GQ602_002177"
2837050,2838995,"Ophcf2|02178","GQ602_002178"
2839839,2841338,"Ophcf2|02179","GQ602_002179"
2841821,2842339,"Ophcf2|02180","GQ602_002180"
2843072,2849044,"Ophcf2|02181","GQ602_002181"
2849625,2850554,"Ophcf2|02182","GQ602_002182"
2851209,2852657,"Ophcf2|02183","GQ602_002183"
2853234,2853790,"Ophcf2|02184","GQ602_002184"
2854660,2858945,"Ophcf2|02185","GQ602_002185"
2859649,2859858,"Ophcf2|02186","GQ602_002186"
2859931,2861190,"Ophcf2|02187","GQ602_002187"
2861570,2863212,"Ophcf2|02188","GQ602_002188"
2863641,2865301,"Ophcf2|02189","GQ602_002189"
2866177,2867953,"Ophcf2|02190","GQ602_002190"
2870260,2872119,"Ophcf2|02191","GQ602_002191"
2872490,2873271,"Ophcf2|02192","GQ602_002192"
2874314,2875791,"Ophcf2|02193","GQ602_002193"
2877801,2879143,"Ophcf2|02194","GQ602_002194"
2879262,2879785,"Ophcf2|02195","GQ602_002195"
2880215,2881252,"Ophcf2|02196","GQ602_002196"
2881511,2882296,"Ophcf2|02197","GQ602_002197"
2883627,2886283,"Ophcf2|02198","GQ602_002198"
2886876,2887719,"Ophcf2|02199","GQ602_002199"
2887881,2889263,"Ophcf2|02200","GQ602_002200"
2889757,2890401,"Ophcf2|02201","GQ602_002201"
2898052,2901841,"Ophcf2|02202","GQ602_002202"
2902737,2904207,"Ophcf2|02203","GQ602_002203"
2906610,2906933,"Ophcf2|02204","GQ602_002204"
2910075,2911133,"Ophcf2|02205","GQ602_002205"
2911724,2912105,"Ophcf2|02206","GQ602_002206"
2912342,2913872,"Ophcf2|02207","GQ602_002207"
2917159,2917680,"Ophcf2|02208","GQ602_002208"
2918444,2920945,"Ophcf2|02209","GQ602_002209"
2921586,2923379,"Ophcf2|02210","GQ602_002210"
2923654,2924004,"Ophcf2|02211","GQ602_002211"
2924789,2928221,"Ophcf2|02212","GQ602_002212"
2928712,2930521,"Ophcf2|02213","GQ602_002213"
2932933,2934084,"Ophcf2|02214","GQ602_002214"
2934565,2935505,"Ophcf2|02215","GQ602_002215"
2937464,2939146,"Ophcf2|02216","GQ602_002216"
2941293,2942297,"Ophcf2|02217","GQ602_002217"
2943544,2945014,"Ophcf2|02218","GQ602_002218"
2945927,2948044,"Ophcf2|02219","GQ602_002219"
2949047,2949592,"Ophcf2|02220","GQ602_002220"
2952707,2954223,"Ophcf2|02221","GQ602_002221"
2955330,2956991,"Ophcf2|02222","GQ602_002222"
2957552,2958926,"Ophcf2|02223","GQ602_002223"
2959375,2960773,"Ophcf2|02224","GQ602_002224"
2961648,2963564,"Ophcf2|02225","GQ602_002225"
2963714,2964670,"Ophcf2|02226","GQ602_002226"
2965710,2966190,"Ophcf2|02227","GQ602_002227"
2966407,2968986,"Ophcf2|02228","GQ602_002228"
2972953,2973261,"Ophcf2|02229","GQ602_002229"
2975035,2977013,"Ophcf2|02230","GQ602_002230"
2978787,2980683,"Ophcf2|02231","GQ602_002231"
2986635,2989384,"Ophcf2|02232","GQ602_002232"
2990522,2991937,"Ophcf2|02233","GQ602_002233"
2995799,2999812,"Ophcf2|02234","GQ602_002234"
3000998,3001930,"Ophcf2|02235","GQ602_002235"
3003447,3004260,"Ophcf2|02236","GQ602_002236"
3004866,3006784,"Ophcf2|02237","GQ602_002237"
3007224,3009161,"Ophcf2|02238","GQ602_002238"
3010173,3015278,"Ophcf2|02239","GQ602_002239"
3015382,3015933,"Ophcf2|02240","GQ602_002240"
3017098,3017820,"Ophcf2|02241","GQ602_002241"
3019123,3020016,"Ophcf2|02242","GQ602_002242"
3022910,3024766,"Ophcf2|02243","GQ602_002243"
3024993,3027100,"Ophcf2|02244","GQ602_002244"
3028380,3029982,"Ophcf2|02245","GQ602_002245"
3030684,3033121,"Ophcf2|02246","GQ602_002246"
3033823,3034251,"Ophcf2|02247","GQ602_002247"
3034402,3035566,"Ophcf2|02248","GQ602_002248"
